,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
65704,174,2420002,SMKN 1 POCO RANAKA,50310680,N,122,85.26,82.44,67.77,76.23,"77,93",24,20,2,2016,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
43173,541,715101,SMK NEGERI 1 RANTAU UTARA,10220863,N,335,85.23,92.85,83.04,82.06,"85,80",7,15,101,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
43184,552,715114,SMK SWASTA HARAPAN ALWASHLIYAH SIGAMBAL,10259164,S,81,85.14,90.84,93.8,80.86,"87,66",7,15,114,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
43178,546,715106,SMK SWASTA TELADAN RANTAUPRAPAT,10220858,S,104,85.13,93.19,85.34,82.83,"86,62",7,15,106,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
61053,74,2007104,SMK NEGERI 7 KONAWE SELATAN,40404849,N,94,85.02,55.3,70.43,78.11,"72,22",20,7,104,2016,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
43177,545,715105,SMK SWASTA PGRI 15 RANTAUPRAPAT,10205186,S,74,84.86,91.92,81.55,82.3,"85,16",7,15,105,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
43188,556,715121,SMK NEGERI 1 PANAI HILIR,10260527,N,95,84.86,91.58,92.76,74.37,"85,89",7,15,121,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
43199,567,715135,SMK SWASTA ALWASHLIYAH PANAI HULU,69793015,S,12,84.83,91.0,90.63,77.17,"85,91",7,15,135,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
21606,540,314001,SMK NEGERI 1 TEMANGGUNG,20321425,N,461,84.74,68.03,80.23,83.37,"79,09",3,14,1,2016,JAWA TENGAH,KABUPATEN TEMANGGUNG
44141,723,724130,SMK NEGERI 1 OOU,10261293,N,29,84.69,92.9,90.09,79.48,"86,79",7,24,130,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
60844,40,2004103,SMK NEGERI 3 RAHA,40400772,N,71,84.54,87.44,81.62,79.38,"83,25",20,4,103,2016,SULAWESI TENGGARA,KABUPATEN MUNA
20802,395,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,430,84.52,64.94,77.06,85.74,"78,07",3,11,2,2016,JAWA TENGAH,KABUPATEN KEBUMEN
42588,451,711110,SMK SWASTA YPI DHARMA BUDI SIDAMANIK,10202753,S,106,84.43,75.32,65.52,81.95,"76,81",7,11,110,2016,SUMATERA UTARA,KABUPATEN SIMALUNGUN
50120,226,1114105,SMK BINA PUTRA RANAU SELATAN,10646122,S,5,84.4,75.6,64.0,74.36,"74,59",11,14,105,2016,SUMATERA SELATAN,KABUPATEN OKU SELATAN
43180,548,715109,SMK SWASTA SITI BANUN SIGAMBAL,10205184,S,80,84.15,93.4,86.81,84.32,"87,17",7,15,109,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
44134,716,724123,SMK NEGERI 1 ARAMO,10260683,N,43,84.09,46.74,86.92,65.41,"70,79",7,24,123,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
43644,627,719102,SMK NEGERI 1 HILISERANGKAI,10258334,N,121,84.08,70.63,83.22,78.86,"79,20",7,19,102,2016,SUMATERA UTARA,KABUPATEN NIAS
7587,726,210218,SMK AKAR ILMU,69820637,S,1,84.0,46.0,40.0,75.8,"61,45",2,10,218,2016,JAWA BARAT,KABUPATEN BANDUNG
191,60,101076,SMK F PENABUR,20109314,S,26,83.92,67.46,72.69,89.36,"78,36",1,1,76,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
40976,204,703120,SMK SWASTA GALANG INSAN MANDIRI,69726984,S,72,83.81,72.61,70.56,78.04,"76,26",7,3,120,2016,SUMATERA UTARA,KOTA BINJAI
44903,842,731117,SMK SWASTA PEMBANGUNAN SILANGKITANG,69786182,S,75,83.76,77.55,74.73,77.42,"78,37",7,31,117,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
44409,763,726129,SMK SWASTA AL WASHLIYAH 9 PERBAUNGAN,10209391,S,20,83.7,78.8,74.75,85.61,"80,72",7,26,129,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
42289,411,710129,SMK SWASTA KARYA BAKTI,10220754,S,67,83.64,72.24,57.01,76.3,"72,30",7,10,129,2016,SUMATERA UTARA,KABUPATEN LANGKAT
35186,1151,528148,SMK MUHAMMADIYAH 1 PANDAAN,69827649,S,39,83.59,76.26,64.23,80.87,"76,24",5,28,148,2016,JAWA TIMUR,KABUPATEN PASURUAN
46950,109,905114,SMK RASAU KUNING,69753125,S,8,83.5,71.75,52.81,82.8,"72,72",9,5,114,2016,RIAU,KABUPATEN INDRAGIRI HILIR
27335,79,402148,SMK KESEHATAN PELITA BANGSA,69775329,S,16,83.5,66.5,61.09,71.6,"70,67",4,2,148,2016,DI YOGYAKARTA,KABUPATEN BANTUL
40221,132,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,12,83.5,90.0,85.83,88.81,"87,04",7,1,246,2016,SUMATERA UTARA,KOTA MEDAN
45114,868,733108,SMK NEGERI 1 MANDREHE UTARA,10260667,N,8,83.5,81.0,73.13,81.14,"79,69",7,33,108,2016,SUMATERA UTARA,KABUPATEN NIAS BARAT
45269,35,801148,SMK - SMAK PADANG,10307616,N,130,83.49,65.47,68.44,81.39,"74,70",8,1,148,2016,SUMATERA BARAT,KOTA PADANG
42304,426,710148,SMK SWASTA NU AL-MAARIF,69725098,S,14,83.43,71.14,72.14,73.89,"75,15",7,10,148,2016,SUMATERA UTARA,KABUPATEN LANGKAT
43194,562,715129,SMK SWASTA DAARUL MUHSININ,69734384,S,24,83.42,82.25,83.85,78.23,"81,94",7,15,129,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
44799,823,730115,SMK SWASTA CENDIKIA BANGSA,69733965,S,27,83.41,77.04,85.65,71.15,"79,31",7,30,115,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
34636,1054,527166,SMK KEPANJEN,20517726,S,179,83.41,60.22,59.61,75.82,"69,77",5,27,166,2016,JAWA TIMUR,KABUPATEN MALANG
32087,614,516118,SMK NU SEKARAN,20548727,S,67,83.4,74.36,79.03,81.47,"79,57",5,16,118,2016,JAWA TIMUR,KABUPATEN LAMONGAN
35184,1149,528146,SMK AL-AMIEN WONOREJO PASURUAN,69757928,S,26,83.38,68.54,61.25,75.75,"72,23",5,28,146,2016,JAWA TIMUR,KABUPATEN PASURUAN
42292,414,710134,SMK SWASTA PABAKU STABAT,10257853,S,62,83.35,70.68,59.11,80.02,"73,29",7,10,134,2016,SUMATERA UTARA,KABUPATEN LANGKAT
47293,161,908115,SMK NEGERI 1 UJUNG BATU,10497047,N,201,83.26,65.44,76.53,82.57,"76,95",9,8,115,2016,RIAU,KABUPATEN ROKAN HULU
42614,477,711139,SMK SWASTA INDONESIA MEMBANGUN TARUNA,10261742,S,63,83.24,76.7,83.41,76.33,"79,92",7,11,139,2016,SUMATERA UTARA,KABUPATEN SIMALUNGUN
42281,403,710119,SMK SWASTA MULIA SECURAI,10257562,S,52,83.23,72.31,63.13,73.75,"73,11",7,10,119,2016,SUMATERA UTARA,KABUPATEN LANGKAT
43758,657,720120,SMK SWASTA INDONESIA MEMBANGUN TARUNA,10261979,S,59,83.19,78.71,86.19,78.42,"81,63",7,20,120,2016,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
27585,109,403135,SMK NEGERI 1 PANJATAN,20407363,N,191,83.16,63.59,65.05,82.19,"73,50",4,3,135,2016,DI YOGYAKARTA,KABUPATEN KULON PROGO
27565,89,403109,SMK YPKK 2 KULON PROGO,20404075,S,7,83.14,50.0,44.64,71.53,"62,33",4,3,109,2016,DI YOGYAKARTA,KABUPATEN KULON PROGO
44115,697,724104,SMK NEGERI 1 LOLOWAU,10258244,N,102,83.12,82.59,88.28,77.7,"82,92",7,24,104,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
38267,1621,537117,SMK AL-HIDAYAH KANGEAN,20564455,S,43,83.12,67.67,75.12,70.48,"74,10",5,37,117,2016,JAWA TIMUR,KABUPATEN SUMENEP
44404,758,726122,SMK SWASTA YAPIM SEI BAMBAN,10209283,S,65,83.08,77.32,86.04,79.06,"81,38",7,26,122,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
44899,838,731113,SMK NEGERI 1 SILANGKITANG,10262240,N,21,83.05,83.62,79.4,78.17,"81,06",7,31,113,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
42306,428,710150,SMK SWASTA DHARMA PATRA PANGKALAN SUSU,69758395,S,92,83.0,72.43,64.86,77.0,"74,32",7,10,150,2016,SUMATERA UTARA,KABUPATEN LANGKAT
7099,609,209139,SMK AL ITTIHAD MABDAUL ULUM,20276108,S,6,83.0,64.33,66.67,79.77,"73,44",2,9,139,2016,JAWA BARAT,KOTA TASIKMALAYA
22418,666,318004,SMK NEGERI 2 KLATEN,20309526,N,411,82.91,67.04,74.74,78.01,"75,68",3,18,4,2016,JAWA TENGAH,KABUPATEN KLATEN
38551,1676,538136,SMK AL-IBRAHIMY,20577286,S,7,82.86,75.43,70.36,78.76,"76,85",5,38,136,2016,JAWA TIMUR,KABUPATEN BANGKALAN
45274,40,801901,SMK - SMAK 4 TAHUN PADANG,0,N,174,82.79,64.17,70.23,0.0,"54,30",8,1,901,2016,SUMATERA BARAT,KOTA PADANG
44414,768,726134,SMK NEGERI 1 PERBAUNGAN,10262365,N,193,82.74,77.64,84.88,78.54,"80,95",7,26,134,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
42298,420,710142,SMK DHARMA PATRA P. BRANDAN,10260799,S,230,82.73,75.14,70.16,77.1,"76,28",7,10,142,2016,SUMATERA UTARA,KABUPATEN LANGKAT
41721,313,709159,SMK SWASTA SINGOSARI 1,10260014,S,39,82.67,76.0,85.13,79.85,"80,91",7,9,159,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
35173,1138,528134,SMK AL MADINAH BANGIL,20570145,S,37,82.65,72.7,76.35,81.71,"78,35",5,28,134,2016,JAWA TIMUR,KABUPATEN PASURUAN
33929,927,524117,SMK ISLAM  SELOREJO,20549329,S,25,82.64,72.56,63.2,83.56,"75,49",5,24,117,2016,JAWA TIMUR,KABUPATEN BLITAR
44407,761,726127,SMK SWASTA YAPIM TEBING SYAHBANDAR,10261174,S,66,82.64,77.0,85.11,79.74,"81,12",7,26,127,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
27867,174,404900,SMK NEGERI 2 DEPOK,20401315,N,463,82.62,82.98,82.35,0.0,"61,99",4,4,900,2016,DI YOGYAKARTA,KABUPATEN SLEMAN
42264,386,710101,SMK NEGERI 1 STABAT,10201062,N,535,82.6,73.32,63.84,79.07,"74,71",7,10,101,2016,SUMATERA UTARA,KABUPATEN LANGKAT
42279,401,710117,SMK SWASTA AL-IKHLAS PANGKALAN SUSU,10257283,S,166,82.54,72.51,50.72,77.27,"70,76",7,10,117,2016,SUMATERA UTARA,KABUPATEN LANGKAT
40809,183,702133,SMK SWASTA BUDDHIST MANJUSRI,10211700,S,15,82.53,75.87,52.33,80.09,"72,71",7,2,133,2016,SUMATERA UTARA,KOTA PEMATANGSIANTAR
41780,372,709241,SMK SWASTA CERDAS MURNI,10262131,S,57,82.53,76.56,85.04,81.23,"81,34",7,9,241,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
40090,1,701101,SMK NEGERI 1 MEDAN,10210976,N,402,82.52,63.73,54.55,82.23,"70,76",7,1,101,2016,SUMATERA UTARA,KOTA MEDAN
16646,2168,224230,"SMK INSAN CITA, KABUPATEN SUKABUMI",69888788,S,30,82.47,74.93,84.5,73.23,"78,78",2,24,230,2016,JAWA BARAT,KABUPATEN SUKABUMI
41751,343,709193,SMK SWASTA DHARMA KARYA 2,10200428,S,26,82.46,74.0,38.27,79.82,"68,64",7,9,193,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
61897,82,2110104,SMK NEGERI WAELIKUT,60724631,N,40,82.35,70.95,81.5,62.76,"74,39",21,10,104,2016,MALUKU,BURU SELATAN
54058,75,1406107,SMKN KECIL TEWEH TIMUR,30203972,N,12,82.33,74.17,66.88,74.7,"74,52",14,6,107,2016,KALIMANTAN TENGAH,KABUPATEN BARITO UTARA
44702,799,729102,SMK NEGERI 1 HURISTAK,10220619,N,57,82.32,70.21,62.85,79.24,"73,66",7,29,102,2016,SUMATERA UTARA,KABUPATEN PADANGLAWAS
42283,405,710121,SMK SWASTA PARIPURNA BESITANG,10220751,S,25,82.32,71.84,70.1,70.71,"73,74",7,10,121,2016,SUMATERA UTARA,KABUPATEN LANGKAT
52205,327,1211114,SMK NEGERI 1 TEGINENENG,69762726,N,19,82.32,67.58,60.92,85.4,"74,06",12,11,114,2016,LAMPUNG,KABUPATEN PESAWARAN
23464,838,322002,SMK NEGERI 2 BLORA,20314864,N,341,82.31,58.38,54.01,85.02,"69,93",3,22,2,2016,JAWA TENGAH,KABUPATEN BLORA
13182,1531,217111,SMK NEGERI 11 GARUT,20262129,N,56,82.29,66.07,64.46,82.23,"73,76",2,17,111,2016,JAWA BARAT,KABUPATEN GARUT
30871,425,512123,SMK INDUSTRI NGORO,20555782,S,78,82.28,77.85,65.99,74.66,"75,20",5,12,123,2016,JAWA TIMUR,KABUPATEN MOJOKERTO
42278,400,710116,SMK SWASTA MAJU BESITANG,69725123,S,66,82.27,72.45,59.17,77.66,"72,89",7,10,116,2016,SUMATERA UTARA,KABUPATEN LANGKAT
42275,397,710112,SMK SWASTA BINA PANCASILA PADANG TUALANG,10258025,S,18,82.22,70.56,52.36,81.09,"71,56",7,10,112,2016,SUMATERA UTARA,KABUPATEN LANGKAT
30431,332,511106,SMK PERSATUAN 1 TULANGAN,20540090,S,92,82.22,74.35,68.21,86.05,"77,71",5,11,106,2016,JAWA TIMUR,KABUPATEN SIDOARJO
42274,396,710111,SMK SWASTA YPII TANJUNG PURA,10220748,S,10,82.2,74.0,45.5,84.42,"71,53",7,10,111,2016,SUMATERA UTARA,KABUPATEN LANGKAT
40185,96,701203,SMK SWASTA YPF SUMATERA UTARA MEDAN,10259241,S,119,82.12,79.03,80.19,88.2,"82,39",7,1,203,2016,SUMATERA UTARA,KOTA MEDAN
16626,2148,224210,SMK TUNAS BANGSA CIEMAS,69727427,S,20,82.1,83.1,83.0,84.19,"83,10",2,24,210,2016,JAWA BARAT,KABUPATEN SUKABUMI
8846,912,212208,SMK BINTANG TIMUR,20280586,S,22,82.09,72.0,53.86,75.85,"70,95",2,12,208,2016,JAWA BARAT,KABUPATEN BEKASI
