No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi
754.0, 2205,KABUPATEN KARANGASEM,7,505,84.37,83.9,84.38,85.36,"84,50",2015,22,BALI
755.0, 2206,KABUPATEN BULELENG,17,789,62.64,66.99,55.78,78.51,"65,98",2015,22,BALI
756.0, 2206,KABUPATEN BULELENG,17,789,84.2,84.33,83.27,86.08,"84,47",2015,22,BALI
757.0, 2207,KABUPATEN JEMBRANA,5,448,71.08,58.65,52.58,73.92,"64,06",2015,22,BALI
758.0, 2207,KABUPATEN JEMBRANA,5,448,80.44,79.19,78.25,80.39,"79,57",2015,22,BALI
759.0, 2208,KABUPATEN TABANAN,12,1186,73.25,73.91,74.23,80.35,"75,44",2015,22,BALI
760.0, 2208,KABUPATEN TABANAN,12,1186,83.16,81.52,81.87,85.56,"83,03",2015,22,BALI
761.0, 2209,KABUPATEN BADUNG,19,3774,77.37,78.21,76.11,81.15,"78,21",2015,22,BALI
762.0, 2209,KABUPATEN BADUNG,19,3774,84.34,82.12,81.87,83.68,"83,00",2015,22,BALI
373.0, 2201,KOTA DENPASAR,27,4626,66.4,72.58,49.23,78.19,"66,60",2016,22,BALI
374.0, 2202,KABUPATEN GIANYAR,21,2787,56.35,61.45,40.9,77.26,"58,99",2016,22,BALI
375.0, 2203,KABUPATEN BANGLI,5,94,52.49,52.49,27.34,74.19,"51,63",2016,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,5,500,66.93,61.9,63.63,77.32,"67,45",2016,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,7,530,57.16,52.21,35.25,74.16,"54,70",2016,22,BALI
378.0, 2206,KABUPATEN BULELENG,17,844,56.87,55.03,37.2,76.87,"56,49",2016,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,431,53.75,43.63,27.69,71.09,"49,04",2016,22,BALI
380.0, 2208,KABUPATEN TABANAN,11,1340,58.38,64.16,51.96,76.41,"62,73",2016,22,BALI
381.0, 2209,KABUPATEN BADUNG,20,3904,64.01,69.71,50.24,77.22,"65,30",2016,22,BALI
373.0, 2201,KOTA DENPASAR,27,4437,61.7,49.12,36.76,78.42,"56,50",2017,22,BALI
374.0, 2202,KABUPATEN GIANYAR,22,2731,59.1,42.35,30.59,76.66,"52,18",2017,22,BALI
375.0, 2203,KABUPATEN BANGLI,4,96,49.71,35.44,23.91,74.07,"45,78",2017,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,5,478,56.1,46.51,29.41,79.05,"52,77",2017,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,8,582,61.22,43.61,33.22,77.15,"53,80",2017,22,BALI
378.0, 2206,KABUPATEN BULELENG,16,870,61.67,41.49,31.14,76.11,"52,60",2017,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,411,56.48,36.35,27.49,72.98,"48,33",2017,22,BALI
380.0, 2208,KABUPATEN TABANAN,11,1233,61.74,43.77,33.0,75.45,"53,49",2017,22,BALI
381.0, 2209,KABUPATEN BADUNG,20,3718,62.82,48.23,33.64,76.75,"55,36",2017,22,BALI
373.0, 2201,KOTA DENPASAR,27,4968,66.72,49.01,34.55,50.67,"50,24",2018,22,BALI
374.0, 2202,KABUPATEN GIANYAR,21,3081,60.79,41.33,30.73,49.39,"45,56",2018,22,BALI
375.0, 2203,KABUPATEN BANGLI,4,90,57.35,33.02,28.06,39.89,"39,58",2018,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,5,507,60.92,41.36,29.34,42.41,"43,51",2018,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,8,603,62.62,41.37,31.53,45.87,"45,35",2018,22,BALI
378.0, 2206,KABUPATEN BULELENG,16,943,61.27,40.39,30.09,44.7,"44,11",2018,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,423,60.18,37.23,30.74,44.32,"43,12",2018,22,BALI
380.0, 2208,KABUPATEN TABANAN,11,1392,60.38,41.35,30.54,43.57,"43,96",2018,22,BALI
381.0, 2209,KABUPATEN BADUNG,21,4066,63.71,45.95,32.47,47.56,"47,42",2018,22,BALI
373.0, 2201,KOTA DENPASAR,27,5274,69.2,50.16,35.6,52.96,"51,98",2019,22,BALI
374.0, 2202,KABUPATEN GIANYAR,19,3173,62.21,43.17,31.84,53.38,"47,65",2019,22,BALI
375.0, 2203,KABUPATEN BANGLI,4,114,60.46,40.47,32.35,46.58,"44,97",2019,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,6,501,64.98,42.24,31.73,51.97,"47,73",2019,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,7,745,65.14,42.12,32.61,49.39,"47,32",2019,22,BALI
378.0, 2206,KABUPATEN BULELENG,17,1123,63.08,41.1,31.21,46.65,"45,51",2019,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,621,60.37,38.08,30.72,46.35,"43,88",2019,22,BALI
380.0, 2208,KABUPATEN TABANAN,11,1380,61.79,41.55,31.32,50.32,"46,25",2019,22,BALI
381.0, 2209,KABUPATEN BADUNG,21,4319,66.83,47.15,33.71,52.57,"50,07",2019,22,BALI
763.0, 2301,KOTA MATARAM,10,373,52.97,53.19,45.12,74.99,"56,57",2015,23,NUSA TENGGARA BARAT
764.0, 2301,KOTA MATARAM,10,373,76.41,75.61,75.24,80.18,"76,86",2015,23,NUSA TENGGARA BARAT
765.0, 2302,KOTA BIMA,5,246,36.92,29.73,22.06,68.55,"39,32",2015,23,NUSA TENGGARA BARAT
766.0, 2302,KOTA BIMA,5,246,75.75,76.49,75.6,75.82,"75,92",2015,23,NUSA TENGGARA BARAT
767.0, 2303,KABUPATEN LOMBOK BARAT,24,632,51.27,36.35,25.45,72.88,"46,49",2015,23,NUSA TENGGARA BARAT
768.0, 2303,KABUPATEN LOMBOK BARAT,24,632,81.95,80.18,78.47,82.57,"80,79",2015,23,NUSA TENGGARA BARAT
769.0, 2304,KABUPATEN LOMBOK UTARA,6,110,47.73,43.66,39.86,76.54,"51,95",2015,23,NUSA TENGGARA BARAT
770.0, 2304,KABUPATEN LOMBOK UTARA,6,110,83.19,81.07,79.35,85.61,"82,31",2015,23,NUSA TENGGARA BARAT
771.0, 2305,KABUPATEN LOMBOK TENGAH,32,496,51.04,41.14,34.25,70.71,"49,29",2015,23,NUSA TENGGARA BARAT
772.0, 2305,KABUPATEN LOMBOK TENGAH,32,496,78.17,77.2,76.79,78.38,"77,64",2015,23,NUSA TENGGARA BARAT
773.0, 2306,KABUPATEN LOMBOK TIMUR,45,1236,54.19,50.15,46.1,73.95,"56,10",2015,23,NUSA TENGGARA BARAT
774.0, 2306,KABUPATEN LOMBOK TIMUR,45,1236,83.38,82.73,82.64,83.58,"83,08",2015,23,NUSA TENGGARA BARAT
775.0, 2307,KABUPATEN SUMBAWA BARAT,3,54,62.22,46.63,30.37,80.23,"54,86",2015,23,NUSA TENGGARA BARAT
776.0, 2307,KABUPATEN SUMBAWA BARAT,3,54,86.48,85.02,83.95,85.16,"85,15",2015,23,NUSA TENGGARA BARAT
777.0, 2308,KABUPATEN SUMBAWA,4,145,57.5,37.75,27.12,78.33,"50,18",2015,23,NUSA TENGGARA BARAT
778.0, 2308,KABUPATEN SUMBAWA,4,145,85.34,82.31,81.32,85.19,"83,54",2015,23,NUSA TENGGARA BARAT
779.0, 2309,KABUPATEN DOMPU,7,157,38.07,28.21,22.93,75.27,"41,12",2015,23,NUSA TENGGARA BARAT
780.0, 2309,KABUPATEN DOMPU,7,157,83.95,83.47,83.19,87.33,"84,49",2015,23,NUSA TENGGARA BARAT
781.0, 2310,KABUPATEN BIMA,6,192,53.49,45.51,45.21,77.74,"55,49",2015,23,NUSA TENGGARA BARAT
782.0, 2310,KABUPATEN BIMA,6,192,85.87,84.63,84.2,85.2,"84,98",2015,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,10,338,49.08,47.9,34.66,75.55,"51,80",2016,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,5,233,37.9,32.16,22.94,72.08,"41,27",2016,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,25,521,47.59,39.29,25.85,75.82,"47,14",2016,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,6,83,47.28,49.3,26.05,76.79,"49,86",2016,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,33,547,44.52,41.68,31.83,76.14,"48,54",2016,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,51,1344,47.04,43.95,35.63,75.81,"50,61",2016,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,3,40,58.35,44.65,26.32,85.45,"53,69",2016,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,5,171,51.39,43.02,29.72,75.8,"49,98",2016,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,8,125,37.49,31.73,20.92,75.25,"41,35",2016,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,10,271,44.44,41.2,39.01,73.84,"49,62",2016,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,8,286,53.72,36.94,27.6,67.88,"46,54",2017,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,5,201,39.74,30.73,25.61,61.65,"39,43",2017,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,25,621,54.26,34.97,28.24,68.74,"46,55",2017,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,6,97,46.75,31.07,20.26,74.65,"43,18",2017,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,38,690,46.98,32.53,24.87,69.97,"43,59",2017,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,58,1507,53.6,38.44,30.8,66.91,"47,44",2017,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,2,32,57.12,28.81,27.42,84.49,"49,46",2017,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,7,147,63.44,42.0,34.03,75.06,"53,63",2017,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,11,261,38.59,32.21,26.09,70.98,"41,97",2017,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,10,295,48.39,40.18,41.05,71.03,"50,16",2017,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,11,370,55.13,33.59,28.38,35.5,"38,15",2018,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,6,247,42.79,27.78,25.77,26.37,"30,68",2018,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,27,667,54.16,31.27,28.19,33.3,"36,73",2018,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,6,89,52.16,30.45,26.46,33.17,"35,56",2018,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,42,813,49.85,31.68,27.11,32.85,"35,37",2018,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,63,1703,52.86,33.29,28.52,34.03,"37,18",2018,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,2,22,59.36,35.46,29.09,39.66,"40,89",2018,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,7,165,64.83,38.6,32.85,37.12,"43,35",2018,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,12,266,40.37,27.49,25.55,27.3,"30,18",2018,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,11,310,46.08,29.3,28.36,30.24,"33,50",2018,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,11,464,56.32,36.64,30.05,38.46,"40,37",2019,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,6,193,42.94,30.76,27.68,33.3,"33,67",2019,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,27,700,54.73,34.14,29.08,37.04,"38,75",2019,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,7,135,51.47,34.0,30.13,37.68,"38,32",2019,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,44,991,51.24,34.72,29.07,36.7,"37,93",2019,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,69,1905,54.17,36.25,30.58,36.68,"39,42",2019,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,1,20,60.1,34.8,31.63,40.25,"41,70",2019,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,6,114,63.19,39.46,30.44,38.64,"42,93",2019,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,12,307,40.27,30.72,27.03,31.35,"32,34",2019,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,14,357,45.04,33.19,29.37,34.44,"35,51",2019,23,NUSA TENGGARA BARAT
783.0, 2401,KOTA KUPANG,12,788,55.32,58.13,53.77,77.35,"61,14",2015,24,NUSA TENGGARA TIMUR
784.0, 2401,KOTA KUPANG,12,788,81.43,78.9,79.23,82.99,"80,64",2015,24,NUSA TENGGARA TIMUR
785.0, 2402,KABUPATEN KUPANG,5,158,51.16,44.91,30.21,78.2,"51,12",2015,24,NUSA TENGGARA TIMUR
786.0, 2402,KABUPATEN KUPANG,5,158,85.84,84.49,83.9,85.41,"84,91",2015,24,NUSA TENGGARA TIMUR
787.0, 2403,KABUPATEN TTS,7,490,46.62,38.14,26.39,74.99,"46,54",2015,24,NUSA TENGGARA TIMUR
788.0, 2403,KABUPATEN TTS,7,490,80.85,80.83,80.57,82.45,"81,18",2015,24,NUSA TENGGARA TIMUR
789.0, 2404,KABUPATEN TTU,4,248,58.76,35.81,28.16,75.59,"49,58",2015,24,NUSA TENGGARA TIMUR
790.0, 2404,KABUPATEN TTU,4,248,82.97,80.48,77.88,82.71,"81,01",2015,24,NUSA TENGGARA TIMUR
791.0, 2405,KABUPATEN BELU,3,330,56.65,41.1,26.86,76.96,"50,39",2015,24,NUSA TENGGARA TIMUR
792.0, 2405,KABUPATEN BELU,3,330,81.14,80.44,80.7,81.8,"81,02",2015,24,NUSA TENGGARA TIMUR
793.0, 2406,KABUPATEN ALOR,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
794.0, 2406,KABUPATEN ALOR,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
795.0, 2407,KABUPATEN FLORES TIMUR,4,329,63.06,39.64,28.85,80.71,"53,07",2015,24,NUSA TENGGARA TIMUR
796.0, 2407,KABUPATEN FLORES TIMUR,4,329,71.49,70.56,67.51,83.25,"73,20",2015,24,NUSA TENGGARA TIMUR
797.0, 2408,KABUPATEN SIKKA,9,1067,62.71,38.15,29.83,82.24,"53,23",2015,24,NUSA TENGGARA TIMUR
798.0, 2408,KABUPATEN SIKKA,9,1067,82.04,80.52,80.32,83.31,"81,55",2015,24,NUSA TENGGARA TIMUR
799.0, 2409,KABUPATEN ENDE,5,278,60.68,33.81,27.26,76.36,"49,53",2015,24,NUSA TENGGARA TIMUR
800.0, 2409,KABUPATEN ENDE,5,278,83.83,82.18,82.1,86.57,"83,67",2015,24,NUSA TENGGARA TIMUR
801.0, 2410,KABUPATEN NGADA,2,302,55.97,38.39,26.4,79.35,"50,03",2015,24,NUSA TENGGARA TIMUR
802.0, 2410,KABUPATEN NGADA,2,302,81.84,77.9,78.44,83.83,"80,50",2015,24,NUSA TENGGARA TIMUR
803.0, 2411,KABUPATEN MANGGARAI,9,1430,66.4,53.92,62.61,79.07,"65,50",2015,24,NUSA TENGGARA TIMUR
804.0, 2411,KABUPATEN MANGGARAI,9,1430,83.72,83.22,81.76,83.76,"83,12",2015,24,NUSA TENGGARA TIMUR
805.0, 2412,KABUPATEN SUMBA TIMUR,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
806.0, 2412,KABUPATEN SUMBA TIMUR,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
807.0, 2413,KABUPATEN SUMBA BARAT,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
808.0, 2413,KABUPATEN SUMBA BARAT,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
809.0, 2414,KABUAPTEN LEMBATA,5,159,63.02,36.53,30.03,77.23,"51,70",2015,24,NUSA TENGGARA TIMUR
810.0, 2414,KABUAPTEN LEMBATA,5,159,87.57,86.63,85.8,86.62,"86,66",2015,24,NUSA TENGGARA TIMUR
811.0, 2415,KABUPATEN ROTE NDAO,1,29,49.03,59.45,38.1,83.53,"57,53",2015,24,NUSA TENGGARA TIMUR
812.0, 2415,KABUPATEN ROTE NDAO,1,29,79.26,77.98,81.36,82.29,"80,22",2015,24,NUSA TENGGARA TIMUR
813.0, 2416,KABUPATEN MANGGARAI BARAT,1,46,45.78,38.13,36.3,67.89,"47,03",2015,24,NUSA TENGGARA TIMUR
814.0, 2416,KABUPATEN MANGGARAI BARAT,1,46,84.79,84.65,84.91,85.11,"84,87",2015,24,NUSA TENGGARA TIMUR
815.0, 2417,KABUPATEN NAGEKEO,1,99,67.23,37.68,33.08,82.63,"55,16",2015,24,NUSA TENGGARA TIMUR
816.0, 2417,KABUPATEN NAGEKEO,1,99,80.06,80.36,80.07,91.45,"82,99",2015,24,NUSA TENGGARA TIMUR
817.0, 2418,KABUPATEN SUMBA TENGAH,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
818.0, 2418,KABUPATEN SUMBA TENGAH,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
819.0, 2419,KABUPATEN SUMBA BARAT DAYA,1,469,57.4,74.41,76.74,81.57,"72,53",2015,24,NUSA TENGGARA TIMUR
820.0, 2419,KABUPATEN SUMBA BARAT DAYA,1,469,83.81,84.0,82.37,83.81,"83,50",2015,24,NUSA TENGGARA TIMUR
821.0, 2420,KABUPATEN MANGARAI TIMUR,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
822.0, 2420,KABUPATEN MANGARAI TIMUR,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
823.0, 2421,KABUPATEN SABU RAIJUA,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
824.0, 2421,KABUPATEN SABU RAIJUA,0,0,0.0,0.0,0.0,0.0,0,2015,24,NUSA TENGGARA TIMUR
825.0, 2422,KABUPATEN MALAKA,1,28,61.57,44.86,38.93,70.08,"53,86",2015,24,NUSA TENGGARA TIMUR
826.0, 2422,KABUPATEN MALAKA,1,28,76.29,75.89,75.46,80.77,"77,10",2015,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,13,626,54.87,62.17,48.07,73.94,"59,76",2016,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,5,131,49.73,46.61,27.19,78.2,"50,43",2016,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,8,452,42.5,38.05,25.7,73.02,"44,82",2016,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,4,305,50.91,39.72,28.13,73.28,"48,01",2016,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,3,228,57.18,51.55,33.63,0.0,"35,59",2016,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,1,20,43.6,37.4,31.5,79.08,"47,90",2016,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,4,325,55.44,43.72,29.14,71.8,"50,03",2016,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,9,953,57.51,43.37,30.49,77.56,"52,23",2016,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,4,327,55.15,40.16,26.41,81.51,"50,81",2016,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,2,325,54.57,43.89,24.73,71.36,"48,64",2016,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,9,1318,55.97,53.86,42.56,71.9,"56,07",2016,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,0,0,0.0,0.0,0.0,0.0,0,2016,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,0,0,0.0,0.0,0.0,0.0,0,2016,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUAPTEN LEMBATA,5,184,58.17,44.0,27.19,76.72,"51,52",2016,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,1,26,62.0,72.38,33.27,71.36,"59,75",2016,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,2,64,54.06,56.78,42.97,71.6,"56,35",2016,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,1,93,60.82,41.38,32.23,78.79,"53,31",2016,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,0,0,0.0,0.0,0.0,0.0,0,2016,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,4,1115,65.07,74.72,55.8,79.91,"68,88",2016,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,1,65,52.22,59.97,40.46,78.64,"57,82",2016,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,0,0,0.0,0.0,0.0,0.0,0,2016,24,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,1,54,53.07,64.22,42.18,72.56,"58,01",2016,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,15,510,53.24,51.24,45.42,71.25,"55,29",2017,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,8,168,49.57,37.9,26.77,72.63,"46,72",2017,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,10,697,46.5,37.93,27.03,69.53,"45,25",2017,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,7,383,51.44,33.47,27.76,72.04,"46,18",2017,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,3,202,54.45,38.04,25.46,70.3,"47,06",2017,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,1,11,46.18,47.82,26.82,79.89,"50,18",2017,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,6,315,55.86,33.69,28.11,74.8,"48,12",2017,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,10,825,59.23,41.98,32.37,73.31,"51,72",2017,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,7,322,56.85,31.74,24.85,70.24,"45,92",2017,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,4,309,58.14,35.75,26.97,70.59,"47,86",2017,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,9,1385,52.3,40.07,26.74,71.78,"47,72",2017,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,1,24,40.75,47.0,20.83,62.68,"42,82",2017,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,0,0,0.0,0.0,0.0,0.0,0,2017,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,5,116,58.09,32.38,23.62,69.85,"45,99",2017,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,1,14,54.43,45.86,38.75,71.22,"52,57",2017,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,3,109,52.88,42.35,35.16,70.84,"50,31",2017,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,2,178,61.6,42.28,32.95,78.37,"53,80",2017,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,0,0,0.0,0.0,0.0,0.0,0,2017,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,5,1109,49.07,51.75,42.53,71.23,"53,65",2017,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,2,94,55.19,69.6,48.03,75.51,"62,08",2017,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,0,0,0.0,0.0,0.0,0.0,0,2017,24,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,1,76,43.32,41.45,30.23,69.69,"46,17",2017,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,16,530,55.54,37.63,32.25,40.67,"41,52",2018,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,9,223,54.3,38.17,30.58,40.49,"40,89",2018,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,9,662,50.09,34.26,27.75,32.13,"36,06",2018,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,9,333,54.93,32.78,30.32,38.23,"39,07",2018,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,3,235,59.7,40.97,31.16,43.5,"43,83",2018,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,1,7,58.0,44.86,20.71,37.14,"40,18",2018,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,6,300,60.29,34.28,33.23,40.65,"42,11",2018,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,12,992,61.66,36.4,29.91,41.35,"42,33",2018,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,8,511,60.76,33.93,31.41,37.92,"41,01",2018,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,6,486,56.46,30.8,27.32,35.06,"37,41",2018,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,9,2015,57.7,39.43,29.65,36.81,"40,90",2018,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,1,26,47.08,43.23,28.75,22.6,"35,42",2018,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,0,0,0.0,0.0,0.0,0.0,0,2018,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,5,149,60.51,33.1,26.81,36.42,"39,21",2018,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,2,37,56.6,44.86,38.65,43.31,"45,86",2018,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,3,219,55.24,38.84,35.71,35.63,"41,36",2018,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,1,121,61.14,32.07,34.46,47.38,"43,76",2018,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,0,0,0.0,0.0,0.0,0.0,0,2018,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,21,1150,56.93,52.99,37.03,47.75,"48,68",2018,24,NUSA TENGGARA TIMUR
