No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi
105.0, 0532,KABUPATEN SITUBONDO,6,1346,62.89,34.33,31.97,75.0,"51,05",2017,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,8,3463,67.07,40.63,36.38,75.11,"54,80",2017,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,8,2617,68.25,42.55,37.66,75.81,"56,07",2017,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,7,1334,58.22,34.61,29.71,72.12,"48,67",2017,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,7,940,57.83,31.24,29.61,68.56,"46,81",2017,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,2,683,61.32,33.95,31.58,75.07,"50,48",2017,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,10,1685,58.19,32.69,28.75,72.06,"47,92",2017,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,11,6929,69.18,48.84,38.17,48.55,"51,19",2018,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,13,6145,73.91,53.29,40.29,49.35,"54,21",2018,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,5,1678,71.72,48.58,38.5,48.25,"51,76",2018,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,3,1570,75.7,54.51,46.33,58.23,"58,69",2018,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,2,683,75.03,53.65,39.8,50.63,"54,78",2018,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,3,1804,73.25,50.66,40.7,55.16,"54,94",2018,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,2,1012,71.18,44.85,37.76,44.94,"49,68",2018,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,4,1292,68.27,44.67,36.03,49.95,"49,73",2018,5,JAWA TIMUR
82.0, 0509,KOTA BATU,3,793,73.17,48.89,39.88,54.4,"54,09",2018,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,4,1357,70.58,47.5,39.48,48.12,"51,42",2018,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,5,1974,73.45,55.87,43.04,54.39,"56,69",2018,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,8,3114,67.53,42.99,34.14,46.97,"47,91",2018,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,8,2650,73.8,50.51,41.74,53.39,"54,86",2018,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,18,4820,69.87,42.58,37.74,46.9,"49,27",2018,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,9,2791,70.74,42.98,37.84,45.9,"49,37",2018,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,6,1557,67.96,41.6,33.66,45.27,"47,12",2018,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,8,2966,68.69,42.32,34.63,44.21,"47,46",2018,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,11,3311,70.48,43.76,38.18,46.82,"49,81",2018,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,6,2179,72.72,47.5,38.97,48.93,"52,03",2018,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,7,2546,71.67,45.85,37.17,50.32,"51,25",2018,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,14,2733,70.39,43.34,35.94,48.8,"49,62",2018,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,6,2006,70.03,43.34,35.83,48.22,"49,36",2018,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,8,2799,69.65,44.36,37.77,46.69,"49,62",2018,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,6,2533,69.79,42.54,33.96,47.85,"48,54",2018,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,8,4245,71.86,47.41,39.81,50.68,"52,44",2018,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,5,2019,72.35,47.59,39.21,51.31,"52,62",2018,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,8,2721,74.1,51.78,41.76,50.64,"54,57",2018,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,14,4648,67.86,42.69,35.23,44.69,"47,62",2018,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,10,1699,62.66,37.6,32.36,42.88,"43,88",2018,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,9,2567,66.36,39.68,34.06,47.11,"46,80",2018,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,18,2452,62.52,36.53,31.09,42.63,"43,19",2018,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,6,1380,61.15,35.5,30.69,38.89,"41,56",2018,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,8,3818,67.21,41.68,33.57,46.32,"47,20",2018,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,9,2964,68.22,43.19,35.03,48.55,"48,75",2018,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,7,1262,58.0,34.38,28.93,39.31,"40,16",2018,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,7,911,57.77,33.73,29.39,35.68,"39,14",2018,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,2,753,59.57,34.16,30.28,41.72,"41,43",2018,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,10,1865,56.31,32.57,27.96,35.91,"38,19",2018,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,10,6966,76.61,53.32,41.13,53.17,"56,06",2019,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,13,6579,76.62,51.19,39.77,50.57,"54,54",2019,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,5,1877,76.43,51.18,40.1,52.65,"55,09",2019,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,3,1635,80.84,56.0,48.57,56.34,"60,44",2019,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,2,841,77.3,51.58,40.27,53.63,"55,70",2019,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,3,1817,76.66,49.16,38.85,54.7,"54,84",2019,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,2,1133,74.78,47.3,40.42,49.28,"52,95",2019,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,4,1507,73.57,46.91,40.04,52.68,"53,30",2019,5,JAWA TIMUR
82.0, 0509,KOTA BATU,3,759,75.35,49.69,38.03,54.16,"54,31",2019,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,4,1327,74.71,48.44,40.49,51.11,"53,69",2019,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,5,1963,76.59,56.02,42.14,59.61,"58,59",2019,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,8,3144,72.4,45.2,37.15,51.1,"51,46",2019,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,8,2686,77.55,50.87,42.69,55.67,"56,70",2019,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,19,5101,72.26,44.82,39.91,48.75,"51,44",2019,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,9,3250,74.34,44.71,39.64,47.19,"51,47",2019,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,6,1700,69.95,43.67,36.08,46.9,"49,15",2019,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,8,3044,71.69,43.78,37.33,48.28,"50,27",2019,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,11,3447,73.6,43.59,39.84,48.28,"51,33",2019,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,6,2264,74.9,48.29,39.94,51.26,"53,60",2019,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,8,2557,74.16,45.01,37.3,50.23,"51,68",2019,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,14,2825,73.84,44.72,36.91,51.52,"51,75",2019,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,6,1973,74.77,44.75,38.17,51.57,"52,32",2019,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,8,3007,73.03,43.77,38.09,48.22,"50,78",2019,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,6,2548,74.02,43.27,37.45,50.22,"51,24",2019,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,8,4502,75.33,48.25,39.78,53.42,"54,20",2019,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,5,2219,75.87,47.23,42.35,51.34,"54,20",2019,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,8,2876,78.05,51.92,42.55,51.5,"56,01",2019,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,14,4939,70.69,42.93,36.98,44.97,"48,89",2019,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,11,1970,65.78,39.06,35.79,44.9,"46,38",2019,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,9,2936,70.27,41.48,36.43,49.16,"49,34",2019,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,18,2442,64.94,38.13,33.37,43.39,"44,96",2019,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,6,1589,65.18,37.61,33.22,42.41,"44,61",2019,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,8,3938,70.62,43.6,36.19,48.06,"49,62",2019,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,9,3345,71.95,44.13,36.62,48.51,"50,30",2019,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,7,1306,60.77,36.93,33.1,41.34,"43,04",2019,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,7,958,58.03,34.47,30.55,35.85,"39,73",2019,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,2,823,62.34,36.89,32.57,41.77,"43,39",2019,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,10,1878,57.78,34.98,30.19,38.26,"40,30",2019,5,JAWA TIMUR
223.0, 0601,KOTA BANDA ACEH,6,770,59.11,58.57,32.99,74.49,"56,29",2015,6,ACEH
224.0, 0601,KOTA BANDA ACEH,6,770,81.54,81.81,80.3,82.43,"81,52",2015,6,ACEH
225.0, 0602,KOTA SABANG,1,55,50.08,36.76,24.86,70.14,"45,46",2015,6,ACEH
226.0, 0602,KOTA SABANG,1,55,77.44,75.43,76.33,78.62,"76,96",2015,6,ACEH
227.0, 0603,KOTA LHOKSEUMAWE,7,1271,51.31,44.86,27.97,73.22,"49,34",2015,6,ACEH
228.0, 0603,KOTA LHOKSEUMAWE,7,1271,84.59,83.2,83.61,85.26,"84,17",2015,6,ACEH
229.0, 0604,KOTA LANGSA,5,785,52.38,40.91,28.01,70.64,"47,99",2015,6,ACEH
230.0, 0604,KOTA LANGSA,5,785,79.62,78.59,75.83,79.06,"78,28",2015,6,ACEH
231.0, 0605,KOTA SUBULUSSALAM,3,462,53.75,48.59,39.64,79.12,"55,28",2015,6,ACEH
232.0, 0605,KOTA SUBULUSSALAM,3,462,83.28,81.9,81.95,81.01,"82,04",2015,6,ACEH
233.0, 0606,KABUPATEN ACEH BESAR,6,485,51.57,47.25,28.57,74.95,"50,59",2015,6,ACEH
234.0, 0606,KABUPATEN ACEH BESAR,6,485,81.91,78.24,78.83,81.1,"80,02",2015,6,ACEH
235.0, 0607,KABUPATEN PIDIE,5,709,65.27,63.37,70.25,77.61,"69,13",2015,6,ACEH
236.0, 0607,KABUPATEN PIDIE,5,709,84.21,83.85,83.16,82.39,"83,40",2015,6,ACEH
237.0, 0608,KABUPATEN PIDIE JAYA,4,185,56.15,58.49,62.22,75.91,"63,19",2015,6,ACEH
238.0, 0608,KABUPATEN PIDIE JAYA,4,185,84.92,84.81,83.96,84.28,"84,49",2015,6,ACEH
239.0, 0609,KABUPATEN BIREUEN,7,731,46.92,46.24,28.12,81.5,"50,70",2015,6,ACEH
240.0, 0609,KABUPATEN BIREUEN,7,731,85.71,84.08,84.18,86.21,"85,05",2015,6,ACEH
241.0, 0610,KABUPATEN ACEH TENGAH,4,451,66.93,60.54,60.82,77.11,"66,35",2015,6,ACEH
242.0, 0610,KABUPATEN ACEH TENGAH,4,451,79.33,77.83,76.81,80.02,"78,50",2015,6,ACEH
243.0, 0611,KABUPATEN BENER MERIAH,2,169,57.86,63.03,43.92,72.09,"59,23",2015,6,ACEH
244.0, 0611,KABUPATEN BENER MERIAH,2,169,80.82,79.71,79.68,80.77,"80,25",2015,6,ACEH
245.0, 0612,KABUPATEN ACEH UTARA,9,826,59.22,64.66,54.56,82.94,"65,35",2015,6,ACEH
246.0, 0612,KABUPATEN ACEH UTARA,9,826,86.77,85.9,85.81,86.72,"86,30",2015,6,ACEH
247.0, 0613,KABUPATEN ACEH TIMUR,10,680,49.09,58.13,51.17,76.26,"58,66",2015,6,ACEH
248.0, 0613,KABUPATEN ACEH TIMUR,10,680,80.35,78.78,78.9,80.9,"79,73",2015,6,ACEH
249.0, 0614,KABUPATEN ACEH TAMIANG,5,599,56.23,41.99,29.15,73.2,"50,14",2015,6,ACEH
250.0, 0614,KABUPATEN ACEH TAMIANG,5,599,80.05,77.5,78.39,81.17,"79,28",2015,6,ACEH
251.0, 0615,KABUPATEN ACEH SINGKIL,4,262,54.47,49.72,35.25,75.06,"53,63",2015,6,ACEH
252.0, 0615,KABUPATEN ACEH SINGKIL,4,262,85.63,85.62,85.54,87.86,"86,16",2015,6,ACEH
253.0, 0616,KABUPATEN ACEH JAYA,6,198,50.63,56.05,45.11,74.96,"56,69",2015,6,ACEH
254.0, 0616,KABUPATEN ACEH JAYA,6,198,86.81,86.17,85.97,86.99,"86,49",2015,6,ACEH
255.0, 0617,KABUPATEN ACEH BARAT,10,567,44.59,32.97,23.35,68.7,"42,40",2015,6,ACEH
256.0, 0617,KABUPATEN ACEH BARAT,10,567,77.38,76.18,76.75,81.23,"77,89",2015,6,ACEH
257.0, 0618,KABUPATEN NAGAN RAYA,2,115,43.42,34.04,22.13,76.64,"44,06",2015,6,ACEH
258.0, 0618,KABUPATEN NAGAN RAYA,2,115,79.86,76.31,78.04,81.6,"78,95",2015,6,ACEH
259.0, 0619,KABUPATEN SIMEULUE,6,200,52.49,55.76,39.05,68.96,"54,07",2015,6,ACEH
260.0, 0619,KABUPATEN SIMEULUE,6,200,79.95,80.04,78.63,80.37,"79,75",2015,6,ACEH
261.0, 0620,KABUPATEN ACEH BARAT DAYA,5,249,47.26,32.9,23.49,71.23,"43,72",2015,6,ACEH
262.0, 0620,KABUPATEN ACEH BARAT DAYA,5,249,80.28,79.25,78.77,80.76,"79,77",2015,6,ACEH
263.0, 0621,KABUPATEN ACEH SELATAN,9,439,46.89,47.97,24.0,73.22,"48,02",2015,6,ACEH
264.0, 0621,KABUPATEN ACEH SELATAN,9,439,78.17,76.65,76.38,79.75,"77,74",2015,6,ACEH
265.0, 0622,KABUPATEN ACEH TENGGARA,3,401,48.68,35.28,24.8,73.58,"45,59",2015,6,ACEH
266.0, 0622,KABUPATEN ACEH TENGGARA,3,401,80.63,81.18,81.78,83.58,"81,79",2015,6,ACEH
267.0, 0623,KABUPATEN GAYO LUES,2,101,72.83,56.51,69.53,76.66,"68,88",2015,6,ACEH
268.0, 0623,KABUPATEN GAYO LUES,2,101,86.95,83.87,84.39,85.78,"85,25",2015,6,ACEH
112.0, 0601,KOTA BANDA ACEH,6,791,62.2,49.42,31.16,75.62,"54,60",2016,6,ACEH
113.0, 0602,KOTA SABANG,1,62,53.65,44.13,27.62,68.4,"48,45",2016,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,8,1179,55.76,43.01,28.95,74.16,"50,47",2016,6,ACEH
115.0, 0604,KOTA LANGSA,6,873,58.75,43.47,28.85,70.91,"50,50",2016,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,3,349,59.55,57.4,40.32,71.69,"57,24",2016,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,7,554,57.39,44.7,30.99,74.56,"51,91",2016,6,ACEH
118.0, 0607,KABUPATEN PIDIE,5,703,52.4,34.43,23.59,67.41,"44,46",2016,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,4,151,49.97,49.26,30.56,69.7,"49,87",2016,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,8,702,55.49,36.18,24.22,56.52,"43,10",2016,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,4,512,63.96,60.28,48.04,74.85,"61,78",2016,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,3,175,56.71,47.63,32.44,69.65,"51,61",2016,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,11,881,58.23,63.1,54.57,77.63,"63,38",2016,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,10,609,48.76,38.15,25.92,71.28,"46,03",2016,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,5,570,60.43,41.09,28.04,72.73,"50,57",2016,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,4,261,57.95,41.56,27.63,70.05,"49,30",2016,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,6,143,62.55,52.67,43.53,75.99,"58,69",2016,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,10,589,48.96,33.7,22.66,67.75,"43,27",2016,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,2,95,47.69,31.83,21.45,69.83,"42,70",2016,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,6,245,54.41,42.18,30.65,66.87,"48,53",2016,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,5,307,52.02,41.57,27.1,67.3,"47,00",2016,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,10,523,56.34,43.62,27.62,69.82,"49,35",2016,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,4,412,53.11,34.86,24.4,69.44,"45,45",2016,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,108,54.54,38.35,22.2,78.0,"48,27",2016,6,ACEH
112.0, 0601,KOTA BANDA ACEH,6,931,62.82,38.29,30.37,72.81,"51,07",2017,6,ACEH
113.0, 0602,KOTA SABANG,1,49,58.78,34.9,26.43,67.52,"46,91",2017,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,8,1176,58.12,35.74,29.35,73.42,"49,16",2017,6,ACEH
115.0, 0604,KOTA LANGSA,6,930,60.06,34.41,29.63,70.63,"48,68",2017,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,4,361,57.64,48.79,39.72,71.2,"54,34",2017,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,8,739,57.42,34.45,32.42,72.64,"49,23",2017,6,ACEH
118.0, 0607,KABUPATEN PIDIE,5,667,55.27,31.37,27.43,71.87,"46,49",2017,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,4,228,51.78,30.89,29.4,69.15,"45,31",2017,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,8,725,55.98,31.07,28.15,72.34,"46,89",2017,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,4,597,61.68,34.88,32.17,73.33,"50,52",2017,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,4,235,55.51,29.8,26.8,69.56,"45,42",2017,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,12,1000,53.24,36.87,32.72,73.45,"49,07",2017,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,11,721,49.79,29.78,26.88,70.77,"44,31",2017,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,5,747,62.3,33.81,31.21,73.0,"50,08",2017,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,5,283,58.51,36.88,37.48,71.08,"50,99",2017,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,6,119,55.14,37.78,37.16,71.47,"50,39",2017,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,10,566,52.01,30.82,26.23,68.14,"44,30",2017,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,2,82,51.83,29.42,25.28,71.19,"44,43",2017,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,6,298,52.95,31.84,29.6,69.44,"45,96",2017,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,5,374,53.53,29.88,25.78,68.15,"44,34",2017,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,10,408,56.91,30.83,29.05,69.13,"46,48",2017,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,6,494,51.13,31.24,26.13,70.87,"44,84",2017,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,104,48.77,27.67,25.55,72.74,"43,68",2017,6,ACEH
112.0, 0601,KOTA BANDA ACEH,6,1084,61.35,39.36,29.83,39.12,"42,42",2018,6,ACEH
113.0, 0602,KOTA SABANG,1,56,58.43,38.5,28.88,37.86,"40,92",2018,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,8,1341,56.99,35.32,28.61,38.11,"39,76",2018,6,ACEH
115.0, 0604,KOTA LANGSA,6,965,59.75,35.59,30.52,42.73,"42,15",2018,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,4,408,55.28,33.57,30.19,35.32,"38,59",2018,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,8,850,56.07,35.17,29.39,39.7,"40,08",2018,6,ACEH
118.0, 0607,KABUPATEN PIDIE,5,727,50.47,30.5,27.67,35.25,"35,97",2018,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,4,270,46.65,28.57,27.41,35.14,"34,44",2018,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,8,890,54.29,31.3,27.46,33.64,"36,67",2018,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,4,642,59.24,36.05,29.5,38.03,"40,71",2018,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,4,248,54.6,32.19,26.82,36.78,"37,60",2018,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,12,1146,52.42,35.88,29.72,39.74,"39,44",2018,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,11,867,50.37,29.65,26.31,36.07,"35,60",2018,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,5,867,61.86,34.71,28.62,43.53,"42,18",2018,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,5,310,57.2,35.86,32.31,36.88,"40,56",2018,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,6,154,52.99,30.53,28.72,38.26,"37,63",2018,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,10,751,52.85,31.08,27.14,35.58,"36,66",2018,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,2,91,51.47,30.91,27.69,33.19,"35,82",2018,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,7,340,50.8,30.21,26.87,35.71,"35,90",2018,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,5,384,54.23,31.06,27.31,34.87,"36,87",2018,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,10,465,55.64,31.51,28.74,37.56,"38,36",2018,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,6,542,51.63,32.55,28.02,42.04,"38,56",2018,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,111,50.56,32.56,30.5,35.92,"37,39",2018,6,ACEH
112.0, 0601,KOTA BANDA ACEH,6,1190,66.42,43.5,33.01,45.08,"47,00",2019,6,ACEH
113.0, 0602,KOTA SABANG,1,65,58.83,36.03,30.77,37.08,"40,68",2019,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,8,1378,57.66,36.99,30.77,39.79,"41,30",2019,6,ACEH
115.0, 0604,KOTA LANGSA,6,937,61.29,36.43,32.23,40.86,"42,70",2019,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,4,341,57.43,37.21,34.52,38.87,"42,01",2019,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,8,962,58.6,36.36,30.84,42.99,"42,20",2019,6,ACEH
118.0, 0607,KABUPATEN PIDIE,6,698,56.4,35.35,31.53,40.03,"40,83",2019,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,4,297,49.58,32.89,31.59,36.91,"37,74",2019,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,8,957,57.65,34.88,30.5,39.27,"40,58",2019,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,4,693,61.23,37.96,31.6,42.87,"43,42",2019,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,4,311,56.76,35.59,29.23,38.17,"39,94",2019,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,13,1264,51.93,37.69,32.69,41.73,"41,01",2019,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,13,1126,52.66,33.5,29.92,37.6,"38,42",2019,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,5,878,62.8,36.37,32.14,43.13,"43,61",2019,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,5,254,57.41,35.08,29.98,37.31,"39,95",2019,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,6,185,54.65,34.42,32.97,41.46,"40,88",2019,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,10,701,54.85,33.26,30.66,38.17,"39,24",2019,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,2,150,53.14,32.45,28.48,36.85,"37,73",2019,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,8,363,56.05,38.05,30.37,41.8,"41,57",2019,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,5,331,55.09,33.55,29.28,36.79,"38,68",2019,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,10,433,56.56,34.77,31.63,39.2,"40,54",2019,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,6,494,50.8,34.12,30.4,37.55,"38,22",2019,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,91,52.88,31.06,29.89,38.85,"38,17",2019,6,ACEH
269.0, 0701,KOTA MEDAN,14,4654,63.27,67.73,68.33,77.66,"69,25",2015,7,SUMATERA UTARA
270.0, 0701,KOTA MEDAN,14,4654,83.76,82.24,81.97,84.34,"83,08",2015,7,SUMATERA UTARA
271.0, 0702,KOTA PEMATANGSIANTAR,3,760,56.85,72.51,77.23,81.53,"72,03",2015,7,SUMATERA UTARA
272.0, 0702,KOTA PEMATANGSIANTAR,3,760,83.42,81.92,81.04,84.1,"82,62",2015,7,SUMATERA UTARA
273.0, 0703,KOTA BINJAI,2,614,62.78,57.27,47.69,76.59,"61,08",2015,7,SUMATERA UTARA
274.0, 0703,KOTA BINJAI,2,614,82.17,82.15,81.2,87.71,"83,31",2015,7,SUMATERA UTARA
275.0, 0704,KOTA TEBING TINGGI,4,1027,63.45,67.76,69.72,85.08,"71,50",2015,7,SUMATERA UTARA
276.0, 0704,KOTA TEBING TINGGI,4,1027,89.0,88.32,87.42,88.87,"88,40",2015,7,SUMATERA UTARA
277.0, 0705,KOTA TANJUNG BALAI,5,628,57.13,61.82,42.44,80.1,"60,37",2015,7,SUMATERA UTARA
278.0, 0705,KOTA TANJUNG BALAI,5,628,88.15,87.81,87.01,87.87,"87,71",2015,7,SUMATERA UTARA
