No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi_x,Provinsi_y,Provinsi
840.0, 2507,KABUPATEN NABIRE,9,529,82.48,81.2,81.05,85.35,"82,52",2015,25,PAPUA,PAPUA,PAPUA
841.0, 2508,KABUPATEN PANIAI,2,125,51.82,37.53,28.64,67.45,"46,36",2015,25,PAPUA,PAPUA,PAPUA
842.0, 2508,KABUPATEN PANIAI,2,125,85.66,85.4,85.4,84.22,"85,17",2015,25,PAPUA,PAPUA,PAPUA
843.0, 2509,KABUPATEN PUNCAK JAYA,2,102,69.04,69.9,71.52,69.64,"70,03",2015,25,PAPUA,PAPUA,PAPUA
844.0, 2509,KABUPATEN PUNCAK JAYA,2,102,73.8,72.56,71.99,74.97,"73,33",2015,25,PAPUA,PAPUA,PAPUA
845.0, 2510,KABUPATEN MIMIKA,14,993,58.57,68.79,58.23,77.4,"65,75",2015,25,PAPUA,PAPUA,PAPUA
846.0, 2510,KABUPATEN MIMIKA,14,993,79.94,77.63,77.48,81.6,"79,16",2015,25,PAPUA,PAPUA,PAPUA
847.0, 2511,KABUPATEN KEEROM,3,114,51.45,42.54,34.56,75.98,"51,13",2015,25,PAPUA,PAPUA,PAPUA
848.0, 2511,KABUPATEN KEEROM,3,114,82.01,80.54,79.88,82.52,"81,24",2015,25,PAPUA,PAPUA,PAPUA
849.0, 2512,KABUPATEN SARMI,1,19,36.42,48.21,54.47,66.88,"51,50",2015,25,PAPUA,PAPUA,PAPUA
850.0, 2512,KABUPATEN SARMI,1,19,62.37,62.44,67.06,72.93,"66,20",2015,25,PAPUA,PAPUA,PAPUA
851.0, 2513,KABUPATEN SUPIORI,1,16,63.75,64.63,71.09,75.86,"68,83",2015,25,PAPUA,PAPUA,PAPUA
852.0, 2513,KABUPATEN SUPIORI,1,16,83.32,86.71,86.26,87.69,"86,00",2015,25,PAPUA,PAPUA,PAPUA
853.0, 2514,KABUPATEN WAROPEN,3,74,54.38,60.86,62.16,73.76,"62,79",2015,25,PAPUA,PAPUA,PAPUA
854.0, 2514,KABUPATEN WAROPEN,3,74,83.42,81.74,82.41,83.76,"82,83",2015,25,PAPUA,PAPUA,PAPUA
855.0, 2515,KABUPATEN BOVEN DIGOEL,3,218,45.07,59.58,40.2,72.92,"54,44",2015,25,PAPUA,PAPUA,PAPUA
856.0, 2515,KABUPATEN BOVEN DIGOEL,3,218,78.03,77.15,76.62,78.66,"77,62",2015,25,PAPUA,PAPUA,PAPUA
857.0, 2516,KABUPATEN ASMAT,1,7,55.43,72.57,46.07,66.59,"60,17",2015,25,PAPUA,PAPUA,PAPUA
858.0, 2516,KABUPATEN ASMAT,1,7,59.14,56.46,56.69,65.69,"59,50",2015,25,PAPUA,PAPUA,PAPUA
859.0, 2517,KABUPATEN MAPPI,1,60,46.47,63.93,51.04,69.98,"57,86",2015,25,PAPUA,PAPUA,PAPUA
860.0, 2517,KABUPATEN MAPPI,1,60,75.86,73.71,72.84,75.12,"74,38",2015,25,PAPUA,PAPUA,PAPUA
861.0, 2518,KABUPATEN YAHUKIMO,1,44,61.14,80.41,60.91,73.28,"68,94",2015,25,PAPUA,PAPUA,PAPUA
862.0, 2518,KABUPATEN YAHUKIMO,1,44,77.65,77.54,77.15,78.07,"77,60",2015,25,PAPUA,PAPUA,PAPUA
863.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,1,52,38.81,71.08,65.43,75.22,"62,64",2015,25,PAPUA,PAPUA,PAPUA
864.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,1,52,74.45,71.88,69.66,78.17,"73,54",2015,25,PAPUA,PAPUA,PAPUA
865.0, 2520,KABUPATEN TOLIKARA,1,30,74.93,70.87,64.5,73.65,"70,99",2015,25,PAPUA,PAPUA,PAPUA
866.0, 2520,KABUPATEN TOLIKARA,1,30,71.78,70.29,71.23,72.73,"71,51",2015,25,PAPUA,PAPUA,PAPUA
867.0, 2521,KABUPATEN MAMBERAMO RAYA,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
868.0, 2521,KABUPATEN MAMBERAMO RAYA,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
869.0, 2522,KABUPATEN MAMBERAMO TENGAH,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
870.0, 2522,KABUPATEN MAMBERAMO TENGAH,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
871.0, 2523,KABUPATEN NDUGA,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
872.0, 2523,KABUPATEN NDUGA,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
873.0, 2524,KABUPATEN LANNY JAYA,3,51,52.94,56.47,55.88,75.38,"60,17",2015,25,PAPUA,PAPUA,PAPUA
874.0, 2524,KABUPATEN LANNY JAYA,3,51,75.61,70.85,70.08,81.81,"74,59",2015,25,PAPUA,PAPUA,PAPUA
875.0, 2525,KABUPATEN PUNCAK,1,9,71.11,74.89,80.0,75.82,"75,46",2015,25,PAPUA,PAPUA,PAPUA
876.0, 2525,KABUPATEN PUNCAK,1,9,81.02,80.9,82.37,81.98,"81,57",2015,25,PAPUA,PAPUA,PAPUA
877.0, 2526,KABUPATEN DOGIYAI,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
878.0, 2526,KABUPATEN DOGIYAI,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
879.0, 2527,KABUPATEN YALIMO,2,45,57.02,53.16,42.0,71.6,"55,95",2015,25,PAPUA,PAPUA,PAPUA
880.0, 2527,KABUPATEN YALIMO,2,45,83.69,83.52,83.59,83.6,"83,60",2015,25,PAPUA,PAPUA,PAPUA
881.0, 2528,KABUPATEN INTAN JAYA,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
882.0, 2528,KABUPATEN INTAN JAYA,0,0,0.0,0.0,0.0,0.0,0,2015,25,PAPUA,PAPUA,PAPUA
883.0, 2529,KABUPATEN DEIYAI,1,58,50.14,60.79,62.16,70.94,"61,01",2015,25,PAPUA,PAPUA,PAPUA
884.0, 2529,KABUPATEN DEIYAI,1,58,83.24,76.81,76.04,83.63,"79,93",2015,25,PAPUA,PAPUA,PAPUA
414.0, 2501,KOTA JAYAPURA,15,1206,54.44,47.54,29.02,69.97,"50,24",2016,25,PAPUA,PAPUA,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,6,547,49.01,39.4,24.49,69.11,"45,50",2016,25,PAPUA,PAPUA,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,7,523,45.48,37.25,25.83,68.41,"44,24",2016,25,PAPUA,PAPUA,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,300,47.59,35.36,27.57,69.12,"44,91",2016,25,PAPUA,PAPUA,PAPUA
418.0, 2505,KABUPATEN MERAUKE,14,947,54.43,45.07,29.78,76.0,"51,32",2016,25,PAPUA,PAPUA,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,5,520,67.35,62.18,70.56,76.12,"69,05",2016,25,PAPUA,PAPUA,PAPUA
420.0, 2507,KABUPATEN NABIRE,11,479,44.46,38.32,25.02,75.33,"45,78",2016,25,PAPUA,PAPUA,PAPUA
421.0, 2508,KABUPATEN PANIAI,2,138,51.22,45.41,36.54,69.45,"50,66",2016,25,PAPUA,PAPUA,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,50,58.92,64.72,44.0,67.9,"58,89",2016,25,PAPUA,PAPUA,PAPUA
423.0, 2510,KABUPATEN MIMIKA,17,975,57.13,55.72,45.3,77.74,"58,97",2016,25,PAPUA,PAPUA,PAPUA
424.0, 2511,KABUPATEN KEEROM,3,97,54.56,40.21,31.44,72.47,"49,67",2016,25,PAPUA,PAPUA,PAPUA
425.0, 2512,KABUPATEN SARMI,1,30,41.2,57.2,58.0,68.23,"56,16",2016,25,PAPUA,PAPUA,PAPUA
426.0, 2513,KABUPATEN SUPIORI,1,16,70.75,79.25,62.34,75.79,"72,03",2016,25,PAPUA,PAPUA,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,79,48.84,65.39,43.61,71.24,"57,27",2016,25,PAPUA,PAPUA,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,3,164,60.64,66.66,38.98,70.79,"59,27",2016,25,PAPUA,PAPUA,PAPUA
429.0, 2516,KABUPATEN ASMAT,1,6,59.33,71.33,72.08,73.58,"69,08",2016,25,PAPUA,PAPUA,PAPUA
430.0, 2517,KABUPATEN MAPPI,1,84,50.76,69.02,56.4,69.89,"61,52",2016,25,PAPUA,PAPUA,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,1,58,70.93,73.93,57.72,74.64,"69,31",2016,25,PAPUA,PAPUA,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,1,37,37.41,37.84,77.84,77.35,"57,61",2016,25,PAPUA,PAPUA,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,1,30,81.73,57.67,62.92,71.38,"68,43",2016,25,PAPUA,PAPUA,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,0,0,0.0,0.0,0.0,0.0,0,2016,25,PAPUA,PAPUA,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,0,0,0.0,0.0,0.0,0.0,0,2016,25,PAPUA,PAPUA,PAPUA
436.0, 2523,KABUPATEN NDUGA,0,0,0.0,0.0,0.0,0.0,0,2016,25,PAPUA,PAPUA,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,1,16,55.5,68.38,65.16,74.76,"65,95",2016,25,PAPUA,PAPUA,PAPUA
438.0, 2525,KABUPATEN PUNCAK,1,14,74.29,70.71,70.89,72.24,"72,03",2016,25,PAPUA,PAPUA,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,1,51,45.92,45.25,43.77,67.12,"50,52",2016,25,PAPUA,PAPUA,PAPUA
440.0, 2527,KABUPATEN YALIMO,2,58,72.28,72.97,61.21,73.21,"69,92",2016,25,PAPUA,PAPUA,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,0,0,0.0,0.0,0.0,0.0,0,2016,25,PAPUA,PAPUA,PAPUA
442.0, 2529,KABUPATEN DEIYAI,2,56,41.86,56.86,51.07,72.82,"55,65",2016,25,PAPUA,PAPUA,PAPUA
414.0, 2501,KOTA JAYAPURA,15,1356,56.79,38.4,28.91,67.82,"47,98",2017,25,PAPUA,PAPUA,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,6,573,50.11,35.2,27.85,66.58,"44,94",2017,25,PAPUA,PAPUA,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,7,552,45.5,35.18,27.84,67.74,"44,07",2017,25,PAPUA,PAPUA,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,383,41.67,37.55,35.46,66.01,"45,17",2017,25,PAPUA,PAPUA,PAPUA
418.0, 2505,KABUPATEN MERAUKE,15,915,54.14,35.66,30.71,70.98,"47,87",2017,25,PAPUA,PAPUA,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,5,595,50.64,51.47,48.08,69.94,"55,03",2017,25,PAPUA,PAPUA,PAPUA
420.0, 2507,KABUPATEN NABIRE,12,580,44.77,39.33,31.69,72.27,"47,02",2017,25,PAPUA,PAPUA,PAPUA
421.0, 2508,KABUPATEN PANIAI,3,222,46.14,59.29,64.5,71.12,"60,26",2017,25,PAPUA,PAPUA,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,82,40.83,46.95,41.77,71.12,"50,17",2017,25,PAPUA,PAPUA,PAPUA
423.0, 2510,KABUPATEN MIMIKA,19,1002,53.61,53.62,43.61,72.87,"55,93",2017,25,PAPUA,PAPUA,PAPUA
424.0, 2511,KABUPATEN KEEROM,3,103,55.34,36.72,38.5,72.25,"50,70",2017,25,PAPUA,PAPUA,PAPUA
425.0, 2512,KABUPATEN SARMI,1,40,38.8,46.9,70.13,67.11,"55,74",2017,25,PAPUA,PAPUA,PAPUA
426.0, 2513,KABUPATEN SUPIORI,1,13,37.23,40.92,25.96,68.95,"43,27",2017,25,PAPUA,PAPUA,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,67,61.16,60.3,59.74,72.53,"63,43",2017,25,PAPUA,PAPUA,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,3,153,54.64,52.25,54.45,77.96,"59,83",2017,25,PAPUA,PAPUA,PAPUA
429.0, 2516,KABUPATEN ASMAT,1,20,51.8,55.7,62.0,64.73,"58,56",2017,25,PAPUA,PAPUA,PAPUA
430.0, 2517,KABUPATEN MAPPI,2,162,29.64,28.04,23.96,59.33,"35,24",2017,25,PAPUA,PAPUA,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,2,105,53.72,60.63,61.21,76.22,"62,95",2017,25,PAPUA,PAPUA,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,1,59,29.83,34.98,25.0,73.88,"40,92",2017,25,PAPUA,PAPUA,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,1,25,59.12,56.64,23.2,59.44,"49,60",2017,25,PAPUA,PAPUA,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,0,0,0.0,0.0,0.0,0.0,0,2017,25,PAPUA,PAPUA,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,0,0,0.0,0.0,0.0,0.0,0,2017,25,PAPUA,PAPUA,PAPUA
436.0, 2523,KABUPATEN NDUGA,0,0,0.0,0.0,0.0,0.0,0,2017,25,PAPUA,PAPUA,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,1,33,56.24,59.58,38.26,65.4,"54,87",2017,25,PAPUA,PAPUA,PAPUA
438.0, 2525,KABUPATEN PUNCAK,1,20,74.7,59.9,76.75,69.88,"70,31",2017,25,PAPUA,PAPUA,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,62,54.22,62.71,66.09,66.13,"62,29",2017,25,PAPUA,PAPUA,PAPUA
440.0, 2527,KABUPATEN YALIMO,2,55,62.14,46.8,64.36,72.47,"61,44",2017,25,PAPUA,PAPUA,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,0,0,0.0,0.0,0.0,0.0,0,2017,25,PAPUA,PAPUA,PAPUA
442.0, 2529,KABUPATEN DEIYAI,2,86,29.04,53.44,55.11,70.88,"52,12",2017,25,PAPUA,PAPUA,PAPUA
414.0, 2501,KOTA JAYAPURA,15,1316,53.4,37.42,28.73,37.11,"39,17",2018,25,PAPUA,PAPUA,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,6,665,48.76,32.88,27.55,32.41,"35,40",2018,25,PAPUA,PAPUA,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,7,658,50.31,37.1,30.72,31.67,"37,45",2018,25,PAPUA,PAPUA,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,473,45.44,29.14,25.89,31.71,"33,05",2018,25,PAPUA,PAPUA,PAPUA
418.0, 2505,KABUPATEN MERAUKE,15,941,53.9,33.12,28.01,37.98,"38,25",2018,25,PAPUA,PAPUA,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,6,530,58.99,49.27,40.05,45.93,"48,56",2018,25,PAPUA,PAPUA,PAPUA
420.0, 2507,KABUPATEN NABIRE,15,603,52.17,37.02,33.14,39.51,"40,46",2018,25,PAPUA,PAPUA,PAPUA
421.0, 2508,KABUPATEN PANIAI,3,203,65.05,43.71,42.93,40.1,"47,95",2018,25,PAPUA,PAPUA,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,83,57.71,50.12,65.18,50.63,"55,91",2018,25,PAPUA,PAPUA,PAPUA
423.0, 2510,KABUPATEN MIMIKA,22,1296,53.95,48.17,40.46,44.89,"46,87",2018,25,PAPUA,PAPUA,PAPUA
424.0, 2511,KABUPATEN KEEROM,3,93,57.21,36.13,36.35,43.58,"43,32",2018,25,PAPUA,PAPUA,PAPUA
425.0, 2512,KABUPATEN SARMI,2,78,50.33,36.72,35.19,39.42,"40,42",2018,25,PAPUA,PAPUA,PAPUA
426.0, 2513,KABUPATEN SUPIORI,1,20,38.8,36.6,26.75,29.5,"32,91",2018,25,PAPUA,PAPUA,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,78,57.05,33.9,39.68,40.22,"42,71",2018,25,PAPUA,PAPUA,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,3,208,47.06,32.89,28.38,40.43,"37,19",2018,25,PAPUA,PAPUA,PAPUA
429.0, 2516,KABUPATEN ASMAT,1,11,36.91,26.0,39.77,32.73,"33,85",2018,25,PAPUA,PAPUA,PAPUA
430.0, 2517,KABUPATEN MAPPI,2,170,40.62,28.47,25.66,28.36,"30,78",2018,25,PAPUA,PAPUA,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,2,125,75.57,62.35,75.34,56.78,"67,51",2018,25,PAPUA,PAPUA,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,1,73,58.16,50.22,56.13,58.22,"55,68",2018,25,PAPUA,PAPUA,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,1,30,80.13,61.93,80.25,42.08,"66,10",2018,25,PAPUA,PAPUA,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,0,0,0.0,0.0,0.0,0.0,0,2018,25,PAPUA,PAPUA,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,0,0,0.0,0.0,0.0,0.0,0,2018,25,PAPUA,PAPUA,PAPUA
436.0, 2523,KABUPATEN NDUGA,1,9,68.89,71.33,71.94,65.28,"69,36",2018,25,PAPUA,PAPUA,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,1,23,73.3,47.3,48.8,61.09,"57,62",2018,25,PAPUA,PAPUA,PAPUA
438.0, 2525,KABUPATEN PUNCAK,1,19,77.79,71.89,70.39,52.76,"68,21",2018,25,PAPUA,PAPUA,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,80,65.18,56.35,53.24,46.03,"55,20",2018,25,PAPUA,PAPUA,PAPUA
440.0, 2527,KABUPATEN YALIMO,2,65,68.8,44.86,70.58,48.19,"58,11",2018,25,PAPUA,PAPUA,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,0,0,0.0,0.0,0.0,0.0,0,2018,25,PAPUA,PAPUA,PAPUA
442.0, 2529,KABUPATEN DEIYAI,2,68,49.38,54.03,38.09,41.44,"45,74",2018,25,PAPUA,PAPUA,PAPUA
414.0, 2501,KOTA JAYAPURA,15,1623,59.09,37.7,30.69,39.21,"41,67",2019,25,PAPUA,PAPUA,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,7,625,52.45,36.56,29.84,35.52,"38,59",2019,25,PAPUA,PAPUA,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,7,611,49.41,32.97,30.44,36.91,"37,43",2019,25,PAPUA,PAPUA,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,378,48.13,32.98,28.53,33.84,"35,87",2019,25,PAPUA,PAPUA,PAPUA
418.0, 2505,KABUPATEN MERAUKE,15,921,58.94,35.28,31.99,39.22,"41,36",2019,25,PAPUA,PAPUA,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,6,585,53.79,46.23,47.5,44.44,"47,99",2019,25,PAPUA,PAPUA,PAPUA
420.0, 2507,KABUPATEN NABIRE,17,621,51.24,36.94,31.57,38.21,"39,49",2019,25,PAPUA,PAPUA,PAPUA
421.0, 2508,KABUPATEN PANIAI,3,158,48.9,41.01,39.38,34.11,"40,85",2019,25,PAPUA,PAPUA,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,100,41.38,41.12,41.15,30.8,"38,61",2019,25,PAPUA,PAPUA,PAPUA
423.0, 2510,KABUPATEN MIMIKA,24,1400,55.63,42.29,35.13,43.2,"44,06",2019,25,PAPUA,PAPUA,PAPUA
424.0, 2511,KABUPATEN KEEROM,3,165,60.07,37.71,33.98,38.13,"42,47",2019,25,PAPUA,PAPUA,PAPUA
425.0, 2512,KABUPATEN SARMI,5,152,44.48,33.15,33.16,33.6,"36,10",2019,25,PAPUA,PAPUA,PAPUA
426.0, 2513,KABUPATEN SUPIORI,1,21,42.29,43.24,29.29,45.48,"40,08",2019,25,PAPUA,PAPUA,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,82,44.34,32.73,29.85,33.72,"35,16",2019,25,PAPUA,PAPUA,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,4,259,38.29,32.99,25.9,29.11,"31,57",2019,25,PAPUA,PAPUA,PAPUA
429.0, 2516,KABUPATEN ASMAT,1,12,33.33,20.0,38.96,36.25,"32,14",2019,25,PAPUA,PAPUA,PAPUA
430.0, 2517,KABUPATEN MAPPI,4,259,43.51,31.97,26.8,30.29,"33,14",2019,25,PAPUA,PAPUA,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,3,130,47.03,44.15,48.21,40.65,"45,01",2019,25,PAPUA,PAPUA,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,1,51,39.84,35.73,27.5,30.29,"33,34",2019,25,PAPUA,PAPUA,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,1,45,69.16,48.67,79.44,62.61,"64,97",2019,25,PAPUA,PAPUA,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,0,0,0.0,0.0,0.0,0.0,0,2019,25,PAPUA,PAPUA,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,0,0,0.0,0.0,0.0,0.0,0,2019,25,PAPUA,PAPUA,PAPUA
436.0, 2523,KABUPATEN NDUGA,1,18,45.56,53.78,58.47,41.25,"49,77",2019,25,PAPUA,PAPUA,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,1,30,27.13,28.93,28.92,55.75,"35,18",2019,25,PAPUA,PAPUA,PAPUA
438.0, 2525,KABUPATEN PUNCAK,1,25,40.08,65.76,62.3,36.4,"51,14",2019,25,PAPUA,PAPUA,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,75,43.28,44.45,33.1,28.03,"37,22",2019,25,PAPUA,PAPUA,PAPUA
440.0, 2527,KABUPATEN YALIMO,2,57,64.77,42.0,53.77,42.9,"50,86",2019,25,PAPUA,PAPUA,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,0,0,0.0,0.0,0.0,0.0,0,2019,25,PAPUA,PAPUA,PAPUA
442.0, 2529,KABUPATEN DEIYAI,2,71,41.91,49.3,35.67,43.98,"42,72",2019,25,PAPUA,PAPUA,PAPUA
885.0, 2601,KOTA BENGKULU,22,2272,58.91,47.42,33.36,71.87,"52,89",2015,26,BENGKULU,BENGKULU,BENGKULU
886.0, 2601,KOTA BENGKULU,22,2272,81.22,78.33,78.65,82.47,"80,17",2015,26,BENGKULU,BENGKULU,BENGKULU
887.0, 2602,KABUPATEN BENGKULU UTARA,10,969,62.01,50.59,31.67,74.91,"54,80",2015,26,BENGKULU,BENGKULU,BENGKULU
888.0, 2602,KABUPATEN BENGKULU UTARA,10,969,83.98,81.99,80.95,82.15,"82,27",2015,26,BENGKULU,BENGKULU,BENGKULU
889.0, 2603,KABUPATEN REJANG LEBONG,13,1051,57.89,46.41,31.33,73.98,"52,40",2015,26,BENGKULU,BENGKULU,BENGKULU
890.0, 2603,KABUPATEN REJANG LEBONG,13,1051,82.77,82.85,83.91,82.89,"83,11",2015,26,BENGKULU,BENGKULU,BENGKULU
891.0, 2604,KABUPATEN BENGKULU SELATAN,5,434,55.48,50.78,38.08,72.02,"54,09",2015,26,BENGKULU,BENGKULU,BENGKULU
892.0, 2604,KABUPATEN BENGKULU SELATAN,5,434,80.86,76.68,74.76,79.87,"78,04",2015,26,BENGKULU,BENGKULU,BENGKULU
893.0, 2605,KABUPATEN SELUMA,4,423,58.08,43.63,27.16,71.47,"50,09",2015,26,BENGKULU,BENGKULU,BENGKULU
894.0, 2605,KABUPATEN SELUMA,4,423,80.6,78.75,76.68,77.96,"78,50",2015,26,BENGKULU,BENGKULU,BENGKULU
895.0, 2606,KABUPATEN KAUR,7,418,48.22,41.22,23.4,72.63,"46,37",2015,26,BENGKULU,BENGKULU,BENGKULU
896.0, 2606,KABUPATEN KAUR,7,418,83.84,82.32,81.29,85.35,"83,20",2015,26,BENGKULU,BENGKULU,BENGKULU
897.0, 2607,KABUPATEN MUKOMUKO,6,274,56.5,45.63,26.59,74.58,"50,83",2015,26,BENGKULU,BENGKULU,BENGKULU
898.0, 2607,KABUPATEN MUKOMUKO,6,274,85.31,86.11,85.02,84.96,"85,35",2015,26,BENGKULU,BENGKULU,BENGKULU
899.0, 2608,KABUPATEN LEBONG,4,479,54.67,40.34,26.43,71.53,"48,24",2015,26,BENGKULU,BENGKULU,BENGKULU
900.0, 2608,KABUPATEN LEBONG,4,479,81.49,80.16,78.56,82.74,"80,74",2015,26,BENGKULU,BENGKULU,BENGKULU
901.0, 2609,KABUPATEN KEPAHIANG,6,550,53.81,45.41,25.39,67.79,"48,10",2015,26,BENGKULU,BENGKULU,BENGKULU
902.0, 2609,KABUPATEN KEPAHIANG,6,550,77.64,74.09,73.66,77.65,"75,76",2015,26,BENGKULU,BENGKULU,BENGKULU
903.0, 2610,KABUPATEN BENGKULU TENGAH,2,165,56.94,40.68,32.01,72.63,"50,57",2015,26,BENGKULU,BENGKULU,BENGKULU
904.0, 2610,KABUPATEN BENGKULU TENGAH,2,165,81.67,80.17,80.31,81.11,"80,82",2015,26,BENGKULU,BENGKULU,BENGKULU
443.0, 2601,KOTA BENGKULU,21,2318,64.33,46.49,32.12,71.25,"53,55",2016,26,BENGKULU,BENGKULU,BENGKULU
444.0, 2602,KABUPATEN BENGKULU UTARA,10,975,64.81,47.97,31.63,72.34,"54,19",2016,26,BENGKULU,BENGKULU,BENGKULU
445.0, 2603,KABUPATEN REJANG LEBONG,13,923,63.47,49.74,33.65,73.3,"55,04",2016,26,BENGKULU,BENGKULU,BENGKULU
446.0, 2604,KABUPATEN BENGKULU SELATAN,5,471,58.59,39.8,25.11,71.15,"48,66",2016,26,BENGKULU,BENGKULU,BENGKULU
447.0, 2605,KABUPATEN SELUMA,4,412,62.27,45.12,26.5,71.68,"51,39",2016,26,BENGKULU,BENGKULU,BENGKULU
448.0, 2606,KABUPATEN KAUR,7,283,57.07,39.27,23.62,68.89,"47,21",2016,26,BENGKULU,BENGKULU,BENGKULU
449.0, 2607,KABUPATEN MUKOMUKO,7,317,58.33,42.93,25.64,75.2,"50,53",2016,26,BENGKULU,BENGKULU,BENGKULU
450.0, 2608,KABUPATEN LEBONG,4,386,58.28,39.68,24.97,68.78,"47,93",2016,26,BENGKULU,BENGKULU,BENGKULU
451.0, 2609,KABUPATEN KEPAHIANG,6,462,59.84,40.23,23.86,71.29,"48,81",2016,26,BENGKULU,BENGKULU,BENGKULU
452.0, 2610,KABUPATEN BENGKULU TENGAH,2,179,60.84,43.03,24.57,69.63,"49,52",2016,26,BENGKULU,BENGKULU,BENGKULU
443.0, 2601,KOTA BENGKULU,22,2097,63.21,36.6,32.26,71.87,"50,99",2017,26,BENGKULU,BENGKULU,BENGKULU
444.0, 2602,KABUPATEN BENGKULU UTARA,11,1126,62.26,32.48,31.85,65.6,"48,05",2017,26,BENGKULU,BENGKULU,BENGKULU
445.0, 2603,KABUPATEN REJANG LEBONG,12,974,61.63,36.58,32.94,66.91,"49,52",2017,26,BENGKULU,BENGKULU,BENGKULU
