No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
119.0, 0608,KABUPATEN PIDIE JAYA,11,416,73.71,61.8,79.98,71.65,47.21,72.23,67.76,2015,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,37,1913,49.61,55.41,42.13,43.6,52.31,40.42,47.25,2015,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,28,1030,76.57,73.13,83.38,62.63,71.34,76.43,73.91,2015,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,17,527,73.94,71.88,82.3,61.26,69.27,74.36,72.17,2015,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,38,1662,55.9,58.87,54.21,46.84,52.97,52.42,53.54,2015,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,25,1111,65.23,67.1,60.24,44.03,57.7,55.6,58.32,2015,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,23,1116,72.17,66.18,68.49,50.7,60.37,64.3,63.7,2015,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,17,767,68.86,60.59,59.39,52.47,59.93,55.39,59.44,2015,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,12,342,57.37,59.08,58.43,45.81,56.9,49.18,54.46,2015,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,25,964,61.78,59.78,54.58,51.73,53.02,49.94,55.14,2015,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,20,939,70.95,65.73,72.92,48.98,62.54,58.99,63.35,2015,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,22,570,71.93,69.18,76.98,56.18,66.84,68.86,68.33,2015,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,14,758,43.73,43.25,23.47,34.17,36.23,30.2,35.18,2015,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,31,1399,73.37,62.51,62.05,57.62,59.62,55.58,61.79,2015,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,23,1210,74.81,72.6,82.85,61.17,68.34,76.3,72.68,2015,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,10,448,75.04,72.79,82.51,60.84,70.78,74.87,72.81,2015,6,ACEH
112.0, 0601,KOTA BANDA ACEH,29,1281,58.83,55.72,58.41,57.14,50.61,65.4,57.69,2016,6,ACEH
113.0, 0602,KOTA SABANG,3,140,46.7,43.6,39.22,54.2,46.04,54.33,47.35,2016,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,13,536,49.73,33.4,25.23,36.26,39.46,41.45,37.59,2016,6,ACEH
115.0, 0604,KOTA LANGSA,12,670,46.63,48.24,41.55,57.79,44.87,33.91,45.5,2016,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,13,475,63.91,54.48,73.59,72.78,67.81,72.87,67.57,2016,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,29,993,45.46,47.64,39.35,54.27,44.45,55.15,47.72,2016,6,ACEH
118.0, 0607,KABUPATEN PIDIE,32,1431,44.62,30.62,21.9,32.85,33.6,35.32,33.15,2016,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,11,377,39.48,42.99,28.0,45.75,37.49,50.13,40.64,2016,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,37,1711,46.0,33.14,27.69,44.79,40.26,39.72,38.6,2016,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,28,960,68.36,70.59,73.84,76.78,58.88,77.97,71.07,2016,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,19,489,49.62,37.6,33.24,40.9,39.31,39.96,40.11,2016,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,42,1601,46.03,43.27,30.55,53.25,42.45,36.67,42.04,2016,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,24,1076,44.59,36.63,22.61,38.76,36.85,38.27,36.29,2016,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,23,1081,54.52,41.9,39.38,48.33,46.69,52.35,47.2,2016,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,18,765,52.0,39.41,42.65,49.41,48.6,50.03,47.02,2016,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,12,371,58.26,57.48,70.22,64.75,64.51,67.89,63.85,2016,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,25,873,51.8,45.08,39.32,57.26,47.55,53.52,49.09,2016,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,21,719,66.98,48.56,55.6,58.23,47.27,68.72,57.56,2016,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,23,493,48.79,43.62,47.46,47.58,46.93,47.19,46.93,2016,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,14,612,46.69,29.92,22.43,37.23,36.69,39.38,35.39,2016,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,30,1147,55.82,45.95,52.31,60.8,54.32,60.38,54.93,2016,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,25,1189,64.07,68.69,67.68,72.23,52.79,73.25,66.45,2016,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,12,442,47.75,39.61,33.08,42.27,39.91,40.82,40.57,2016,6,ACEH
112.0, 0601,KOTA BANDA ACEH,28,1199,64.68,50.16,50.21,40.31,52.17,45.57,53.26,2017,6,ACEH
113.0, 0602,KOTA SABANG,3,132,51.56,27.89,27.65,35.88,47.84,41.39,38.01,2017,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,12,552,50.57,31.83,29.25,40.35,46.68,41.56,38.9,2017,6,ACEH
115.0, 0604,KOTA LANGSA,12,572,53.94,39.0,35.26,37.32,40.23,39.12,41.93,2017,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,14,521,51.51,35.96,39.43,40.35,48.6,48.25,43.21,2017,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,28,959,46.04,28.22,28.47,36.05,43.29,40.87,35.85,2017,6,ACEH
118.0, 0607,KABUPATEN PIDIE,32,1432,44.65,28.15,26.33,31.81,42.74,36.78,34.43,2017,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,11,322,44.74,38.32,38.94,29.8,39.6,36.57,39.58,2017,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,40,1775,47.81,28.55,29.14,36.57,43.7,37.61,36.44,2017,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,29,1017,52.86,35.58,26.84,36.12,47.5,41.44,39.35,2017,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,19,515,50.94,29.13,30.91,40.98,47.22,43.29,39.12,2017,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,42,1575,46.1,29.84,27.89,36.07,41.09,37.6,35.71,2017,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,20,939,46.88,27.52,26.17,35.36,40.41,38.17,34.87,2017,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,24,1147,56.25,30.76,30.87,44.67,52.32,43.69,41.63,2017,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,16,577,50.62,35.51,33.21,48.35,47.09,43.97,41.45,2017,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,13,332,52.27,45.67,36.63,40.94,43.69,42.34,44.27,2017,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,24,899,50.19,36.18,34.31,34.11,41.69,35.32,39.69,2017,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,19,709,43.1,27.24,27.52,34.23,43.67,38.75,34.7,2017,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,21,498,48.2,43.12,38.73,40.23,49.1,41.42,43.67,2017,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,15,652,46.9,27.27,27.42,36.05,44.88,36.68,35.68,2017,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,31,1156,49.62,30.51,28.28,40.02,46.23,39.02,37.92,2017,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,25,1149,40.58,31.98,26.36,33.13,39.02,32.28,33.67,2017,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,12,403,47.4,29.79,27.48,37.83,42.98,39.56,36.54,2017,6,ACEH
112.0, 0601,KOTA BANDA ACEH,27,1215,57.87,42.02,29.82,42.26,50.86,45.27,44.51,2018,6,ACEH
113.0, 0602,KOTA SABANG,3,147,51.71,32.46,26.19,36.45,43.09,38.67,37.83,2018,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,11,508,52.26,35.26,28.1,38.36,45.46,41.89,39.74,2018,6,ACEH
115.0, 0604,KOTA LANGSA,12,674,49.84,33.33,28.11,34.87,40.28,37.61,37.52,2018,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,14,454,49.06,33.15,27.42,33.63,45.6,45.6,37.98,2018,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,33,1116,47.9,30.9,26.94,34.79,42.68,38.5,36.3,2018,6,ACEH
118.0, 0607,KABUPATEN PIDIE,31,1467,46.1,28.26,26.47,35.72,39.67,36.65,34.69,2018,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,10,287,41.51,28.31,25.75,31.41,38.12,33.64,32.56,2018,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,39,1724,46.94,29.03,26.46,35.71,39.56,35.36,35.01,2018,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,29,1041,49.93,35.36,29.12,41.13,47.43,44.85,39.95,2018,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,19,640,50.52,31.18,27.09,37.26,44.06,38.46,37.66,2018,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,45,1758,46.34,33.91,28.01,34.72,39.82,38.64,36.73,2018,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,23,1071,47.45,29.74,26.81,35.18,39.71,39.04,35.64,2018,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,22,1119,52.72,32.27,27.71,43.17,46.69,40.33,39.27,2018,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,14,658,51.02,34.11,28.82,36.71,43.49,43.11,39.16,2018,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,13,372,50.84,38.54,28.76,40.13,44.53,46.58,40.9,2018,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,22,851,48.76,31.66,27.21,36.25,42.6,37.28,36.92,2018,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,18,700,45.37,28.98,25.99,32.26,40.6,37.12,34.54,2018,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,21,496,46.47,33.4,29.08,35.39,42.4,40.87,37.2,2018,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,15,740,46.39,28.85,26.31,35.06,41.71,35.16,35.14,2018,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,31,1216,52.28,32.39,27.39,39.22,46.54,40.98,38.98,2018,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,25,1152,42.18,30.43,28.31,34.7,38.71,33.7,34.36,2018,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,12,425,46.92,28.22,25.99,34.62,44.91,36.61,35.68,2018,6,ACEH
112.0, 0601,KOTA BANDA ACEH,28,1159,58.4,44.43,32.38,48.11,50.08,48.59,46.14,2019,6,ACEH
113.0, 0602,KOTA SABANG,3,152,49.66,37.71,30.36,44.5,44.61,39.16,40.09,2019,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,11,459,47.8,38.69,30.9,40.49,44.82,38.04,39.87,2019,6,ACEH
115.0, 0604,KOTA LANGSA,13,452,47.73,36.56,30.44,43.11,40.42,37.56,38.54,2019,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,13,507,46.6,35.54,31.47,35.64,42.58,42.64,38.03,2019,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,32,911,47.17,36.43,29.91,39.48,40.94,40.8,38.54,2019,6,ACEH
118.0, 0607,KABUPATEN PIDIE,31,1299,45.51,35.44,30.3,37.4,40.09,39.68,37.74,2019,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,10,258,41.38,35.02,30.33,37.14,38.07,41.78,36.57,2019,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,41,1627,45.93,35.39,30.06,37.94,39.7,38.05,37.59,2019,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,27,971,49.82,37.41,32.59,42.75,45.41,44.59,41.14,2019,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,20,511,49.7,36.71,30.24,41.33,43.51,39.88,39.66,2019,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,44,1549,45.12,36.76,31.61,38.41,40.05,38.24,38.2,2019,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,25,974,45.35,35.59,30.11,38.57,39.01,40.35,37.62,2019,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,26,1096,52.3,37.1,30.45,42.65,44.94,42.2,40.92,2019,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,17,696,49.74,36.65,30.28,41.44,43.29,41.55,39.75,2019,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,14,344,48.6,37.59,32.69,46.71,43.32,41.99,40.45,2019,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,23,785,46.33,36.3,30.24,38.26,41.96,40.31,38.4,2019,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,18,658,45.0,35.32,29.55,40.0,41.71,38.88,37.71,2019,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,21,467,43.78,37.24,32.05,37.74,42.99,44.58,38.88,2019,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,15,683,45.58,35.01,29.76,38.43,41.63,36.67,37.51,2019,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,34,1220,48.24,37.59,31.53,40.45,43.51,40.32,39.87,2019,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,26,1164,42.01,36.58,32.48,37.35,38.15,39.35,37.32,2019,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,12,364,45.3,34.71,29.39,38.67,41.5,38.6,37.32,2019,6,ACEH
135.0, 0701,KOTA MEDAN,198,9933,84.44,80.26,83.51,76.13,73.66,64.23,77.04,2015,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,32,2304,81.52,81.47,84.67,78.8,75.97,63.61,77.67,2015,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,19,1069,80.15,77.78,82.77,74.37,71.0,63.2,74.88,2015,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,21,1150,80.86,68.94,72.2,68.24,69.26,57.76,69.54,2015,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,15,1092,63.09,64.57,57.11,67.44,62.24,44.73,59.86,2015,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,11,645,62.55,50.86,45.97,41.9,54.68,40.23,49.37,2015,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,22,1040,73.92,63.8,73.56,58.27,67.28,67.84,67.45,2015,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,11,435,72.63,73.9,73.2,71.62,66.64,63.43,70.24,2015,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,89,3813,79.93,78.09,77.9,69.6,67.26,66.82,73.27,2015,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,61,2469,81.07,74.57,76.25,71.69,70.43,58.42,72.07,2015,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,67,3326,86.53,80.29,84.63,79.11,75.87,63.48,78.32,2015,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,22,1551,71.71,68.85,74.97,60.41,64.75,53.7,65.73,2015,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,25,1377,69.56,62.95,59.53,61.19,61.36,47.01,60.27,2015,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,48,2182,79.31,74.19,71.92,67.01,68.82,55.93,69.53,2015,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,39,1996,80.16,73.03,78.68,71.24,72.45,62.6,73.03,2015,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,23,1475,74.37,65.48,73.03,70.79,67.81,66.53,69.67,2015,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,27,1457,74.51,65.79,72.1,48.23,67.48,52.56,63.45,2015,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,22,1024,62.19,46.71,42.0,40.59,48.36,44.54,47.4,2015,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,6,293,43.39,36.73,30.3,33.44,37.85,32.27,35.66,2015,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,15,795,78.06,63.1,75.26,68.7,69.1,67.2,70.24,2015,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,47,2338,63.27,45.86,44.09,45.59,48.85,42.77,48.41,2015,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,15,918,70.54,57.15,56.19,59.66,59.78,49.31,58.77,2015,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,6,311,81.61,78.44,84.89,77.44,74.04,60.82,76.21,2015,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,37,1461,61.12,57.53,58.77,49.86,48.72,50.01,54.34,2015,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,12,809,80.65,76.12,77.26,72.21,70.72,64.01,73.5,2015,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,43,1952,86.58,79.96,84.64,78.55,76.65,63.23,78.27,2015,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,24,1538,63.75,54.73,51.15,55.11,56.98,43.85,54.26,2015,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,41,1447,55.02,49.48,45.84,42.87,46.66,40.19,46.68,2015,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,21,991,74.11,59.06,70.27,64.31,57.7,60.21,64.28,2015,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,29,1326,71.27,63.19,66.81,65.22,60.2,60.16,64.48,2015,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,19,795,70.32,60.02,59.47,57.79,60.32,49.98,59.65,2015,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,7,269,78.75,72.75,67.7,49.43,63.0,64.89,66.09,2015,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,11,339,64.96,62.13,58.92,48.48,46.85,55.6,56.16,2015,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,199,9028,71.48,67.83,85.63,80.85,60.49,76.74,73.84,2016,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,32,2047,71.69,67.21,83.15,79.01,59.81,77.48,73.06,2016,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,21,1121,66.62,62.36,77.25,73.02,57.03,71.19,67.91,2016,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,21,934,67.37,59.91,70.98,68.82,55.84,71.21,65.69,2016,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,16,1061,59.44,59.35,67.72,72.76,54.45,60.21,62.32,2016,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,11,629,56.4,56.16,54.4,71.25,53.39,54.9,57.75,2016,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,21,1020,64.51,51.87,70.48,66.79,65.38,66.04,64.18,2016,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,13,545,61.7,58.03,67.13,71.6,56.59,64.52,63.26,2016,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,93,3992,68.3,63.86,78.99,75.23,58.73,73.08,69.7,2016,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,61,2345,65.17,64.86,78.63,74.87,57.17,72.23,68.82,2016,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,67,3282,69.78,66.12,81.3,76.7,57.81,76.6,71.39,2016,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,25,1514,70.88,63.56,81.05,74.75,64.79,76.14,71.86,2016,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,25,1365,65.03,61.06,68.41,74.35,57.1,66.61,65.43,2016,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,51,2255,58.57,54.44,57.71,63.97,51.16,57.19,57.17,2016,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,46,2170,72.79,73.84,79.36,72.24,68.49,78.28,74.17,2016,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,24,1469,58.38,42.06,38.79,51.32,47.28,48.83,47.78,2016,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,26,1479,57.23,45.32,44.98,56.68,46.58,53.37,50.69,2016,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,23,1085,55.13,41.4,43.02,50.98,48.47,50.38,48.23,2016,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,6,327,48.83,33.15,30.54,44.02,46.72,41.69,40.83,2016,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,15,827,59.33,45.22,39.61,58.0,50.83,49.31,50.38,2016,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,48,2513,55.86,37.72,37.6,44.66,47.26,49.28,45.4,2016,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,15,1001,59.89,41.69,34.43,56.58,48.71,50.48,48.63,2016,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,6,276,69.56,66.11,78.49,77.57,57.9,73.07,70.45,2016,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,37,1716,52.8,49.91,50.98,52.89,47.86,54.56,51.5,2016,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,12,739,71.53,66.89,84.7,79.63,59.46,79.75,73.66,2016,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,40,1937,71.15,65.45,87.24,80.0,59.79,76.75,73.4,2016,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,23,1248,56.97,60.07,59.86,66.73,52.6,57.42,58.94,2016,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,42,1582,58.64,48.43,67.48,64.34,55.85,59.63,59.06,2016,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,21,1024,74.57,63.44,71.27,76.46,57.94,81.03,70.79,2016,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,31,1450,72.27,58.73,81.42,70.23,50.64,66.71,66.67,2016,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,20,798,65.18,61.23,63.01,59.44,58.47,65.84,62.2,2016,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,8,397,50.36,39.76,30.96,39.89,47.87,47.97,42.8,2016,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,10,374,58.75,58.16,64.87,54.79,51.96,64.81,58.89,2016,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,199,9603,62.03,48.89,46.64,54.06,59.63,51.68,53.52,2017,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,32,2175,64.12,49.66,50.37,54.22,64.72,49.39,55.69,2017,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,20,1306,60.82,50.83,50.71,43.8,52.73,48.04,53.06,2017,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,20,953,55.8,35.07,32.65,45.56,51.23,47.76,43.38,2017,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,17,1067,62.91,65.44,70.08,50.22,57.16,48.32,62.94,2017,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,10,605,57.5,35.22,34.3,44.71,52.75,45.92,43.87,2017,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,22,1065,54.09,33.08,32.25,39.23,51.35,41.03,41.4,2017,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,13,614,62.57,52.31,50.97,56.38,60.23,56.62,56.08,2017,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,95,4302,65.3,57.21,61.07,56.29,63.57,61.69,61.16,2017,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,65,2785,64.34,54.42,58.51,55.14,66.08,55.91,59.82,2017,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,66,3299,67.12,67.82,77.25,66.77,70.71,61.87,69.98,2017,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,25,1809,65.78,48.54,50.85,56.24,62.0,56.32,56.18,2017,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,26,1480,64.94,62.12,63.99,56.64,70.79,56.95,64.12,2017,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,54,2443,60.0,50.31,48.27,49.91,56.33,48.83,52.85,2017,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,42,2104,62.23,61.19,61.33,58.48,61.79,56.33,61.05,2017,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,23,1700,55.16,43.58,40.62,49.75,53.02,42.43,47.27,2017,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,25,1391,51.87,39.4,42.66,54.99,51.38,47.62,46.16,2017,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,23,1049,57.17,40.73,42.46,44.05,55.02,47.09,47.76,2017,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,7,474,47.39,37.49,38.89,37.93,46.29,40.8,41.89,2017,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,14,947,62.35,41.5,39.86,51.11,52.0,50.71,48.81,2017,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,48,2690,54.27,37.4,39.41,43.0,48.33,57.42,45.43,2017,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,14,1004,61.38,49.42,48.73,56.57,55.78,46.32,53.24,2017,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,6,301,71.45,72.55,75.77,66.72,70.67,67.33,72.2,2017,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,46,1935,50.98,48.58,48.26,45.7,52.34,49.6,49.34,2017,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,13,812,63.08,53.71,50.7,56.1,57.1,57.93,56.19,2017,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,45,2070,55.03,40.19,39.47,40.75,51.56,50.92,46.14,2017,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,24,1451,50.23,29.03,28.47,40.88,46.97,46.37,38.4,2017,7,SUMATERA UTARA
