No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
35.0, 0302,KOTA SURAKARTA,38,2784,68.76,50.16,52.68,58.38,58.82,66.21,59.17,2016,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,12,906,65.81,57.54,57.45,60.92,61.83,72.11,62.61,2016,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,15,840,65.59,54.53,52.77,58.87,59.21,65.6,59.43,2016,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,9,730,70.05,55.53,54.42,60.53,60.46,69.27,61.71,2016,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,14,1011,71.61,54.84,59.3,62.06,61.13,71.2,63.36,2016,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,49,3018,67.36,48.17,49.8,57.46,58.36,66.17,57.89,2016,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,27,1428,66.96,50.83,49.84,57.32,58.23,66.26,58.24,2016,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,64,3648,66.4,45.4,47.25,53.68,56.37,64.27,55.56,2016,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,22,1738,68.47,42.79,47.84,57.07,58.36,66.76,56.88,2016,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,50,2794,68.2,42.05,45.47,53.75,57.81,65.23,55.42,2016,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,52,2892,68.05,44.89,47.4,54.7,57.84,65.28,56.36,2016,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,29,1575,68.71,43.71,49.06,55.12,58.08,66.36,56.84,2016,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,28,1193,68.33,48.06,48.28,55.76,58.83,67.82,57.85,2016,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,19,1158,66.16,46.29,43.61,55.5,58.06,65.51,55.86,2016,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,40,2291,65.06,42.76,43.15,53.62,56.32,61.89,53.8,2016,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,17,1885,66.28,42.54,42.51,51.8,55.07,62.41,53.44,2016,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,30,1735,66.18,45.85,41.34,53.23,55.76,61.76,54.02,2016,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,25,1463,63.77,44.02,39.8,51.28,54.93,60.89,52.45,2016,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,28,1809,70.31,51.03,55.31,60.33,59.81,68.06,60.81,2016,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,24,1438,68.32,45.04,45.54,55.24,57.12,64.64,55.98,2016,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,31,1704,64.78,41.64,44.26,51.85,58.61,63.93,54.18,2016,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,81,4172,64.19,52.56,53.26,58.74,61.51,67.11,59.56,2016,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,50,3639,64.41,55.82,56.98,59.81,62.44,68.84,61.38,2016,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,83,4400,64.85,47.76,54.27,57.37,62.25,68.46,59.16,2016,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,32,2188,64.95,45.46,45.23,54.22,56.68,64.08,55.1,2016,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,95,4435,60.29,55.51,50.01,58.96,58.2,63.59,57.76,2016,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,64,3186,61.94,48.71,56.94,53.89,58.38,63.96,57.3,2016,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,44,2532,63.2,50.53,46.38,55.82,56.62,61.39,55.66,2016,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,30,1571,66.67,49.16,49.31,55.62,57.58,65.28,57.27,2016,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,25,1413,65.05,57.66,54.22,59.64,59.98,70.78,61.22,2016,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,53,3126,61.47,41.11,36.48,48.77,53.11,57.25,49.7,2016,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,30,1951,65.08,51.44,50.24,56.13,58.47,66.67,58.01,2016,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,35,2249,63.45,47.09,44.23,52.09,55.58,61.86,54.05,2016,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,38,2263,63.08,48.43,48.24,56.18,58.37,66.06,56.73,2016,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,84,4705,68.74,49.3,45.73,62.46,64.48,60.0,56.79,2017,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,37,2897,74.74,53.93,55.88,69.59,69.22,69.31,63.46,2017,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,12,1041,69.52,48.42,48.29,56.24,66.18,61.27,57.24,2017,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,16,983,69.74,46.78,46.6,61.69,63.16,63.48,56.49,2017,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,9,694,73.05,55.32,52.3,66.27,68.22,62.43,61.59,2017,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,14,943,76.29,59.55,60.41,72.58,68.72,66.46,66.47,2017,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,52,3069,72.04,46.51,48.31,62.09,65.87,63.27,57.8,2017,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,28,1490,69.26,41.57,39.75,56.66,64.26,57.62,53.11,2017,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,65,3607,68.6,40.31,43.31,59.31,63.63,59.52,53.43,2017,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,24,1871,72.81,44.58,50.87,65.27,68.52,62.77,58.79,2017,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,49,2754,72.08,43.44,47.77,62.22,66.06,61.53,56.73,2017,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,52,2777,72.31,45.96,48.56,62.24,67.14,61.68,57.84,2017,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,29,1552,72.2,46.13,50.93,66.75,65.47,61.01,58.5,2017,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,30,1307,68.35,44.76,44.62,63.35,63.97,57.65,54.82,2017,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,20,1259,70.03,41.95,43.24,65.15,64.51,62.23,54.77,2017,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,38,2375,68.44,41.63,43.47,62.7,63.43,61.97,54.16,2017,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,18,2065,70.06,41.71,43.65,59.73,64.07,61.47,54.49,2017,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,30,1877,68.24,44.19,42.75,61.6,64.0,55.72,54.43,2017,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,25,1526,66.64,40.04,39.15,59.19,61.63,58.4,51.64,2017,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,28,1795,73.23,51.01,54.55,65.53,70.59,63.64,61.67,2017,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,22,1439,70.44,44.5,46.28,59.89,66.84,57.73,56.15,2017,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,32,1736,66.52,39.74,41.65,61.62,61.95,56.91,52.26,2017,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,83,4183,64.87,38.32,36.86,52.68,60.36,56.82,49.56,2017,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,50,3634,66.65,40.47,41.96,60.95,61.96,58.34,52.53,2017,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,85,4685,64.35,38.03,37.93,55.81,59.6,54.64,49.59,2017,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,34,2338,67.28,38.9,42.16,58.99,61.11,57.02,51.91,2017,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,94,4506,57.67,39.04,34.45,56.18,54.04,48.08,46.24,2017,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,69,3473,61.19,35.49,34.36,49.22,56.98,51.61,46.52,2017,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,45,2520,65.62,40.14,38.73,54.61,62.23,51.81,50.56,2017,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,29,1786,68.59,43.36,45.01,59.0,63.78,57.48,54.55,2017,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,26,1350,63.73,43.08,34.74,55.49,58.37,55.81,49.65,2017,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,52,3308,61.3,34.87,31.16,49.04,56.28,49.75,45.39,2017,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,30,1950,66.48,40.51,37.37,54.07,62.03,56.76,51.09,2017,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,34,2338,64.97,38.41,37.51,56.3,62.36,52.46,50.16,2017,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,39,2337,65.14,38.58,37.02,53.18,59.8,51.43,49.23,2017,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,88,4857,70.29,56.38,40.15,58.19,61.93,59.93,56.83,2018,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,36,2981,74.62,60.19,46.35,63.2,67.32,68.52,61.97,2018,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,12,1069,71.5,55.51,41.6,58.26,63.19,68.41,58.04,2018,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,17,1024,69.99,52.2,40.84,57.22,60.6,61.16,55.76,2018,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,9,697,75.51,61.96,45.87,61.17,66.43,68.9,62.38,2018,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,14,1020,75.09,61.83,53.66,64.97,64.61,65.83,63.91,2018,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,53,3189,71.96,52.67,38.92,56.32,64.05,62.74,56.39,2018,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,27,1546,68.8,46.94,36.13,52.87,60.59,58.56,52.67,2018,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,65,3921,68.59,47.51,37.88,55.44,60.06,61.55,53.36,2018,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,24,2002,71.22,49.98,41.87,55.73,65.41,61.98,56.39,2018,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,50,2900,71.71,49.87,40.01,58.7,63.67,64.97,56.14,2018,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,52,2984,70.34,51.03,39.95,57.29,63.9,63.83,55.99,2018,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,29,1674,71.7,51.06,42.26,60.4,63.96,62.92,56.95,2018,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,31,1413,69.67,49.25,40.34,55.59,62.43,62.42,55.06,2018,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,19,1302,69.16,48.57,39.44,59.08,61.96,66.89,54.8,2018,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,37,2489,67.44,46.21,36.9,54.54,60.64,58.55,52.44,2018,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,17,2135,70.55,50.57,43.24,54.69,62.51,63.77,56.47,2018,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,31,2057,69.05,51.43,37.73,54.75,61.69,55.22,54.26,2018,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,25,1721,65.72,45.45,38.81,54.16,57.94,58.03,51.77,2018,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,28,2001,73.72,57.52,43.99,59.66,66.92,64.53,60.01,2018,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,24,1633,70.79,50.55,37.13,56.46,62.51,62.96,54.97,2018,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,32,1780,66.82,45.19,35.5,54.85,59.25,57.41,51.34,2018,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,82,4578,65.8,44.04,34.17,51.37,57.87,57.97,50.15,2018,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,51,3954,66.73,45.7,36.52,55.18,57.91,57.86,51.6,2018,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,86,4999,64.29,42.46,33.95,52.32,56.69,55.29,49.1,2018,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,33,2423,65.77,42.75,33.94,51.97,57.78,57.26,49.8,2018,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,96,4933,58.68,38.44,31.67,40.74,52.12,52.5,44.66,2018,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,69,3780,60.29,39.71,30.71,48.51,53.26,50.62,45.73,2018,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,45,2519,65.07,44.63,33.05,51.11,57.67,53.17,49.51,2018,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,32,2073,68.41,49.84,38.16,51.79,60.99,59.76,53.68,2018,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,26,1405,65.42,44.81,35.5,50.38,58.05,55.85,50.49,2018,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,54,3884,61.0,40.6,30.52,46.39,54.4,53.68,46.2,2018,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,28,2140,68.29,46.03,34.99,49.89,60.39,59.7,51.99,2018,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,33,2446,65.68,44.46,33.6,50.91,58.86,53.94,50.03,2018,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,37,2399,66.12,44.62,34.25,49.02,59.32,55.18,50.27,2018,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,87,4827,72.39,57.05,41.44,63.4,62.57,61.55,58.36,2019,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,37,2834,75.79,59.73,45.75,66.36,65.99,66.05,61.84,2019,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,12,1055,72.79,54.85,42.97,65.09,62.49,65.98,58.57,2019,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,16,957,71.24,53.54,42.59,63.49,60.27,59.75,57.02,2019,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,9,676,76.64,60.62,45.96,67.41,65.35,65.12,62.23,2019,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,14,1015,79.29,65.26,52.65,73.73,65.66,67.79,66.43,2019,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,54,3312,73.85,52.57,41.72,65.56,63.43,62.42,57.91,2019,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,27,1550,70.18,47.54,36.39,59.89,60.35,58.53,53.5,2019,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,63,3705,70.08,47.37,38.82,58.71,61.12,58.25,53.96,2019,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,24,2097,72.98,49.36,41.55,62.94,65.04,62.38,56.98,2019,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,50,2737,74.13,50.33,43.9,63.37,64.1,65.49,58.19,2019,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,53,3205,73.45,51.77,42.64,63.83,64.3,62.98,57.9,2019,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,29,1674,75.0,52.14,45.06,65.0,65.84,63.76,59.3,2019,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,31,1534,73.7,49.97,40.59,59.24,64.27,61.36,56.59,2019,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,20,1525,71.74,48.47,39.15,60.39,62.52,59.67,55.14,2019,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,37,2629,69.56,47.64,39.06,62.77,60.64,56.99,54.12,2019,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,18,2142,73.91,51.42,42.3,62.82,63.2,63.47,57.72,2019,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,31,2087,70.53,51.41,39.39,61.93,61.78,55.61,55.52,2019,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,25,1622,68.4,48.43,37.92,61.89,57.92,63.07,53.62,2019,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,29,2088,75.65,57.36,44.92,64.16,66.48,63.4,60.78,2019,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,24,1596,71.94,48.59,38.52,59.24,61.65,59.06,54.87,2019,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,33,1854,67.9,45.64,36.97,61.66,58.0,57.0,52.23,2019,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,85,4877,66.85,44.59,36.4,59.23,58.47,54.32,51.39,2019,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,51,3902,68.04,46.13,38.01,60.54,58.19,57.43,52.63,2019,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,86,4574,65.75,44.0,36.32,58.43,56.65,53.13,50.52,2019,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,31,2424,67.41,43.98,37.03,56.56,58.93,53.79,51.24,2019,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,95,4978,59.03,39.84,33.62,48.36,51.16,50.31,45.8,2019,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,69,3842,60.94,41.09,33.89,54.33,52.66,49.32,46.95,2019,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,45,2728,66.59,45.31,35.79,57.43,57.31,54.01,51.05,2019,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,31,2003,72.62,50.84,41.02,61.86,62.41,61.04,56.59,2019,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,26,1406,66.93,44.69,36.05,56.72,57.01,55.39,51.02,2019,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,56,4065,62.19,42.3,33.97,50.92,54.0,52.97,47.93,2019,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,29,2094,69.33,45.79,37.63,55.48,59.33,60.41,52.91,2019,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,31,2393,67.14,45.35,35.81,55.28,58.53,53.92,51.34,2019,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,38,2585,67.04,44.65,35.72,55.53,58.22,54.0,50.96,2019,3,JAWA TENGAH
69.0, 0401,KOTA YOGYAKARTA,50,2377,77.06,60.8,51.8,50.38,59.99,57.45,59.58,2015,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,43,2243,77.01,57.91,50.4,49.85,59.84,56.16,58.53,2015,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,20,860,75.12,53.7,46.88,47.99,56.99,54.02,55.78,2015,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,55,2482,77.09,56.55,51.3,48.78,59.51,56.21,58.24,2015,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,30,1359,76.01,50.31,47.29,46.63,58.72,53.36,55.39,2015,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,48,2334,69.72,53.14,48.38,57.32,57.43,65.63,58.6,2016,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,43,2193,69.09,47.88,46.49,54.63,55.65,64.78,56.42,2016,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,20,843,69.43,44.42,42.92,53.19,55.38,63.22,54.76,2016,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,55,2355,70.12,48.24,46.85,54.65,55.72,65.71,56.88,2016,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,31,1292,68.56,42.05,41.47,52.0,54.17,61.28,53.26,2016,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,47,2071,74.02,57.37,53.23,68.91,66.48,65.6,62.87,2017,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,43,2195,73.97,47.82,49.84,64.98,67.73,65.44,59.58,2017,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,20,897,72.43,44.56,45.54,63.13,67.25,64.19,57.16,2017,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,58,2432,73.85,51.5,51.53,65.79,67.53,67.72,61.04,2017,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,30,1325,72.51,44.59,46.72,62.15,65.49,63.6,57.0,2017,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,46,2326,73.35,61.05,43.55,61.87,63.88,68.13,60.58,2018,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,44,2305,74.02,55.66,42.5,59.84,65.93,65.19,59.09,2018,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,20,996,72.38,50.74,39.41,58.85,63.61,62.34,56.26,2018,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,59,2637,73.6,57.43,44.35,59.95,65.72,67.29,60.06,2018,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,30,1425,69.88,48.61,37.2,55.51,60.14,61.55,53.88,2018,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,45,2201,75.96,63.64,45.96,71.55,64.34,67.18,63.02,2019,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,43,2267,76.24,55.69,44.45,65.29,65.86,64.28,60.39,2019,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,20,967,73.71,52.11,40.13,63.06,63.65,58.97,57.06,2019,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,61,2802,76.8,59.73,45.92,68.38,66.13,67.13,62.34,2019,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,30,1405,72.39,49.89,39.94,60.26,61.83,63.74,56.1,2019,4,DI YOGYAKARTA
74.0, 0501,KOTA SURABAYA,145,7782,68.38,63.93,49.29,54.7,62.48,46.74,57.59,2015,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,55,2819,75.29,61.99,54.27,53.37,63.7,52.33,60.16,2015,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,15,791,73.68,70.46,66.12,61.73,71.71,60.35,67.34,2015,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,24,2142,72.36,69.35,64.57,62.8,70.56,59.47,66.52,2015,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,12,737,68.3,68.97,65.48,59.67,70.39,53.55,64.39,2015,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,10,906,73.39,69.31,67.67,63.16,70.48,57.98,67.0,2015,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,11,776,69.68,73.76,70.91,62.78,70.54,57.83,67.58,2015,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,20,977,70.9,69.22,69.2,62.48,73.41,58.13,67.22,2015,5,JAWA TIMUR
82.0, 0509,KOTA BATU,13,579,75.0,60.79,48.51,55.91,66.1,49.7,59.34,2015,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,104,3997,67.08,68.99,73.59,63.51,69.45,60.96,67.26,2015,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,90,5300,66.78,70.18,73.26,62.18,70.58,55.89,66.48,2015,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,69,3222,65.75,65.28,61.47,58.5,65.26,55.06,61.89,2015,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,112,5473,65.89,64.1,54.79,58.15,69.12,49.07,60.19,2015,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,93,4602,65.26,64.79,63.6,61.25,72.28,54.94,63.69,2015,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,66,3236,66.13,63.37,58.32,58.95,67.56,53.57,61.32,2015,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,127,4645,65.9,62.38,60.29,59.76,67.92,50.71,61.16,2015,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,30,1315,73.94,68.55,70.0,62.72,71.01,59.25,67.58,2015,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,35,1576,68.93,61.37,55.5,55.36,65.84,54.83,60.31,2015,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,26,1409,67.75,62.92,61.77,55.5,66.1,55.0,61.51,2015,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,78,3134,69.25,63.29,61.27,56.91,66.93,55.51,62.19,2015,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,24,1239,68.73,61.45,47.29,57.49,64.39,53.72,58.85,2015,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,63,3385,69.03,61.62,51.08,57.6,63.74,52.91,59.33,2015,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,54,3013,67.82,60.93,53.58,55.95,64.99,52.71,59.33,2015,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,40,2255,72.85,67.65,62.68,61.95,69.14,57.15,65.24,2015,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,37,2749,69.3,69.15,68.47,62.58,70.0,60.02,66.59,2015,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,27,1623,66.11,63.27,49.54,60.42,66.3,45.95,58.6,2015,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,115,4585,69.37,60.18,50.29,50.69,62.49,49.36,57.06,2015,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,85,3974,66.84,62.86,59.55,51.05,62.97,49.72,58.83,2015,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,121,4245,67.6,68.99,67.34,67.37,73.4,50.97,65.95,2015,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,75,3064,69.54,69.46,66.01,64.25,74.47,54.85,66.43,2015,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,61,1937,67.62,61.98,63.26,55.45,69.06,50.41,61.3,2015,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,62,2852,62.92,68.97,66.12,63.82,69.42,52.32,63.93,2015,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,142,5951,69.81,63.34,64.72,52.2,70.6,52.89,62.26,2015,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,84,3989,69.16,66.19,67.44,61.18,74.52,54.29,65.46,2015,5,JAWA TIMUR
