No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
265.0, 1410,KABUPATEN KATINGAN,21,524,65.43,43.11,33.19,39.25,46.6,39.77,45.82,2017,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,10,393,63.56,47.75,43.93,39.27,40.97,46.88,50.15,2017,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,19,635,64.06,42.26,35.13,43.34,49.72,40.22,45.62,2017,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,9,387,66.6,46.21,35.32,35.21,59.76,46.87,49.01,2017,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,11,346,63.61,42.43,36.01,33.27,36.39,45.89,46.31,2017,14,KALIMANTAN TENGAH
256.0, 1401,KOTA PALANGKA RAYA,28,1670,68.11,52.87,29.65,36.41,43.78,43.88,48.32,2018,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,11,704,70.29,51.72,31.9,37.73,48.61,49.38,50.3,2018,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,19,1213,69.02,51.06,32.97,38.08,48.85,48.53,49.96,2018,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,26,1035,65.05,47.25,30.59,36.87,40.89,46.23,46.82,2018,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,16,549,65.2,47.24,33.66,39.64,36.43,44.57,47.42,2018,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,13,488,64.09,47.82,29.63,42.87,46.15,42.05,46.2,2018,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,7,214,62.77,40.46,26.1,37.5,35.05,40.92,42.22,2018,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,9,209,63.13,40.93,25.13,33.55,38.65,38.07,41.73,2018,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,8,227,66.71,45.73,29.4,42.36,40.24,43.05,46.05,2018,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,21,578,63.04,41.75,24.72,35.22,37.46,39.68,42.09,2018,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,11,404,60.12,36.96,23.88,34.5,38.1,36.06,39.3,2018,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,19,641,60.88,40.39,26.29,35.0,44.96,41.24,42.18,2018,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,11,438,63.76,42.39,25.96,35.98,40.77,40.99,43.19,2018,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,11,402,59.69,38.35,24.79,34.42,35.81,36.12,39.7,2018,14,KALIMANTAN TENGAH
256.0, 1401,KOTA PALANGKA RAYA,27,1873,70.77,54.91,35.87,40.61,47.01,48.42,52.11,2019,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,11,794,72.3,52.02,36.54,41.04,51.83,50.67,52.5,2019,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,18,1245,70.73,50.74,35.96,39.71,47.33,49.22,51.28,2019,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,27,1162,65.86,46.15,34.17,38.75,43.41,47.19,48.09,2019,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,15,553,64.76,44.59,32.11,35.1,42.79,44.4,46.11,2019,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,13,530,67.8,49.0,34.38,44.35,43.08,50.79,50.24,2019,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,7,246,66.55,44.9,32.29,35.0,44.3,45.18,47.1,2019,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,8,241,66.14,44.88,31.69,39.02,46.52,42.85,46.39,2019,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,10,317,67.59,44.67,33.83,41.34,44.93,46.67,48.03,2019,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,21,600,65.14,45.08,31.61,38.88,39.52,44.89,46.26,2019,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,12,514,59.19,41.75,30.78,34.04,35.33,43.06,43.26,2019,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,19,690,65.31,42.89,32.07,37.97,43.13,47.52,46.63,2019,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,11,392,67.49,46.77,31.64,36.3,39.32,46.59,47.64,2019,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,12,559,60.07,41.21,30.25,38.3,38.9,41.98,43.24,2019,14,KALIMANTAN TENGAH
270.0, 1501,KOTA BANJARMASIN,34,2189,73.67,73.96,75.16,76.49,60.28,65.13,70.78,2015,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,9,497,77.72,73.65,75.65,74.21,66.7,66.78,72.45,2015,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,21,774,75.03,72.62,64.84,70.13,63.46,61.24,67.89,2015,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,24,905,73.92,62.92,60.04,59.71,50.17,50.54,59.55,2015,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,21,677,72.33,65.95,54.26,61.83,50.73,52.84,59.66,2015,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,10,488,71.27,71.35,58.65,70.39,43.63,57.33,62.1,2015,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,12,545,73.9,71.11,73.39,76.98,60.2,67.59,70.53,2015,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,15,777,77.12,71.81,74.69,70.96,62.48,67.06,70.69,2015,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,15,550,74.49,74.0,77.17,80.07,61.87,68.04,72.61,2015,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,17,644,75.68,73.87,69.31,68.39,50.85,61.7,66.63,2015,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,13,520,74.93,63.85,60.8,60.08,50.04,48.12,59.64,2015,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,11,390,69.59,48.22,33.94,41.54,32.0,35.24,43.42,2015,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,13,543,73.41,65.52,56.78,65.14,51.59,53.29,60.96,2015,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,34,2444,68.58,54.54,49.84,50.68,53.04,57.39,55.68,2016,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,9,611,69.33,56.83,57.33,56.46,58.21,63.58,60.29,2016,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,22,828,63.7,46.52,42.35,38.86,44.93,49.04,47.57,2016,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,25,1072,66.14,44.91,39.47,44.21,44.18,49.42,48.06,2016,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,21,689,65.52,44.39,37.92,40.17,41.98,48.14,46.35,2016,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,9,370,66.38,52.5,44.59,48.0,47.67,54.7,52.31,2016,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,13,615,68.15,51.47,45.21,46.22,47.8,54.99,52.31,2016,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,16,785,69.42,59.11,61.55,57.39,61.61,65.01,62.35,2016,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,15,586,68.91,53.96,56.93,64.37,57.35,67.28,61.47,2016,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,17,600,67.23,53.3,52.13,48.45,49.93,54.12,54.19,2016,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,14,639,68.46,50.11,44.52,53.18,50.74,54.45,53.58,2016,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,11,370,65.47,37.7,31.81,31.97,36.97,41.28,40.87,2016,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,13,566,67.97,46.87,44.47,45.31,49.21,55.28,51.52,2016,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,36,2565,72.86,57.32,37.68,44.86,49.56,45.2,53.46,2017,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,10,719,76.32,63.17,43.9,47.28,58.82,50.38,58.59,2017,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,24,822,68.51,46.94,33.83,39.0,46.14,38.58,47.41,2017,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,26,1213,71.3,49.8,33.67,42.31,47.76,38.43,48.86,2017,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,22,784,70.84,49.53,34.26,43.55,47.9,41.98,49.44,2017,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,10,474,70.27,55.67,32.37,35.99,49.13,45.31,50.9,2017,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,13,650,73.37,52.19,37.36,42.88,50.25,47.04,52.49,2017,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,16,899,72.6,53.29,38.37,45.0,62.9,48.7,53.69,2017,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,15,611,71.18,59.46,39.75,45.51,53.67,47.37,54.7,2017,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,17,676,71.19,51.02,32.87,37.11,46.08,41.76,49.27,2017,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,16,698,72.5,49.3,36.01,43.97,44.57,42.2,50.16,2017,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,14,425,66.58,42.23,28.7,36.13,37.93,36.98,43.64,2017,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,13,677,69.76,46.64,31.53,37.44,43.13,42.83,47.46,2017,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,37,2923,72.16,60.39,38.76,41.88,51.62,51.56,55.26,2018,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,11,831,74.63,63.64,40.34,44.62,54.43,56.52,58.26,2018,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,24,944,67.48,50.08,31.23,38.95,46.72,43.33,47.99,2018,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,28,1476,70.02,53.19,33.55,42.03,51.89,44.33,50.45,2018,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,23,841,69.4,49.49,32.25,37.56,53.36,46.89,49.47,2018,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,10,505,68.11,52.94,35.92,39.73,48.48,50.62,51.49,2018,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,13,751,71.39,53.41,35.13,43.58,48.94,52.88,52.69,2018,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,16,967,71.06,57.08,44.36,49.07,59.75,56.66,57.18,2018,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,15,648,73.2,57.02,43.47,40.43,51.77,57.09,56.81,2018,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,17,775,70.93,53.24,33.96,39.49,47.58,45.73,50.77,2018,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,15,763,70.66,50.96,34.75,38.92,49.21,47.22,50.68,2018,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,15,439,67.07,44.95,28.24,37.39,41.94,41.9,45.43,2018,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,13,693,70.95,50.64,30.81,35.93,46.17,45.71,48.98,2018,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,35,2826,76.08,57.36,39.24,44.38,51.06,54.4,56.22,2019,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,12,934,79.33,60.86,40.89,46.81,53.01,57.05,59.06,2019,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,24,1010,70.09,47.19,34.47,41.67,46.29,48.66,49.74,2019,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,27,1528,75.67,52.78,36.96,45.62,50.04,51.81,53.95,2019,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,24,988,72.02,46.93,34.78,45.19,43.37,48.99,50.39,2019,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,11,520,71.25,48.03,34.54,38.41,43.96,50.73,50.4,2019,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,13,835,74.71,50.67,37.09,42.39,46.06,52.88,53.41,2019,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,16,1022,73.16,50.15,38.46,45.27,55.16,52.89,53.57,2019,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,16,674,75.3,52.37,39.85,44.21,49.05,56.42,55.36,2019,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,17,806,73.19,50.44,35.31,39.15,46.32,50.27,51.68,2019,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,20,902,75.96,50.47,37.83,47.21,50.57,52.52,54.02,2019,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,16,502,70.43,45.57,33.63,39.38,41.51,47.28,48.81,2019,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,13,715,74.28,49.54,35.85,39.98,48.18,50.9,52.12,2019,15,KALIMANTAN SELATAN
283.0, 1601,KOTA SAMARINDA,32,2420,74.11,64.86,46.84,56.63,45.28,50.79,56.42,2015,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,20,1853,76.26,70.27,50.63,57.62,54.85,58.16,61.3,2015,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,11,642,77.47,65.83,47.6,53.01,54.72,53.64,58.71,2015,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,39,1985,73.2,62.75,62.51,64.25,58.19,52.7,62.27,2015,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,16,551,75.84,64.67,52.77,51.23,55.91,58.67,59.85,2015,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,11,386,74.43,69.19,64.42,66.29,65.17,62.68,67.03,2015,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,11,645,72.47,53.68,31.14,36.76,36.93,41.21,45.37,2015,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,9,341,77.06,57.53,34.7,43.98,42.24,46.67,50.36,2015,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,13,503,73.59,60.01,46.92,51.87,49.48,47.04,54.82,2015,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,2,36,65.85,67.19,21.81,42.27,33.4,51.61,47.02,2015,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,32,2352,68.47,53.97,44.43,42.9,47.89,54.57,52.04,2016,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,20,1772,70.57,58.9,49.52,47.64,51.18,61.64,56.58,2016,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,11,723,71.55,58.01,60.09,53.75,57.95,65.59,61.16,2016,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,40,1983,61.78,48.43,48.53,37.41,47.22,54.17,49.59,2016,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,16,632,68.2,48.01,44.25,38.69,51.31,51.7,50.36,2016,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,14,431,62.79,46.51,39.08,36.43,43.86,49.09,46.29,2016,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,13,673,65.67,43.65,32.39,34.37,38.5,41.62,42.7,2016,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,9,500,68.61,44.65,42.8,38.56,42.76,48.75,47.69,2016,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,17,657,65.87,41.44,31.63,32.8,37.58,39.17,41.42,2016,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,2,38,55.21,38.94,30.66,25.59,34.87,36.78,37.01,2016,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,35,2862,74.83,64.17,41.44,46.78,56.02,48.53,57.51,2017,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,20,1919,76.67,68.89,45.19,50.41,59.09,52.37,60.94,2017,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,11,727,77.65,67.78,52.17,57.64,61.22,57.23,63.93,2017,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,42,2277,66.62,53.46,42.76,42.39,49.52,47.93,52.55,2017,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,18,774,72.66,58.31,41.35,54.27,49.38,46.12,55.07,2017,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,17,470,66.9,49.69,31.98,36.68,46.99,42.23,47.65,2017,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,16,825,70.74,52.59,32.16,38.72,43.52,39.29,48.84,2017,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,9,459,77.48,57.6,40.22,44.47,45.55,46.14,55.23,2017,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,17,749,68.76,51.68,34.83,44.08,40.9,36.0,48.52,2017,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,3,74,64.97,62.84,52.26,53.75,55.78,46.03,57.11,2017,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,37,2967,73.15,64.58,39.1,41.75,52.9,53.92,56.94,2018,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,20,2195,74.84,68.58,44.65,48.7,53.27,56.42,60.51,2018,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,11,732,76.41,68.48,50.47,56.47,58.69,58.66,63.4,2018,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,41,2562,65.28,49.71,34.73,40.98,45.39,44.68,48.46,2018,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,20,956,67.31,51.28,38.09,43.25,45.13,48.68,50.97,2018,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,17,574,64.67,47.74,29.26,36.96,42.39,38.78,45.17,2018,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,16,893,69.95,51.19,32.51,38.48,47.49,43.22,49.24,2018,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,9,616,73.8,57.44,38.73,39.52,52.07,54.05,55.22,2018,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,19,787,68.17,47.92,32.04,38.58,42.68,42.12,47.32,2018,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,3,70,62.46,54.0,60.75,52.81,55.68,57.45,58.47,2018,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,41,3248,77.3,61.01,39.38,46.71,48.93,54.51,57.36,2019,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,21,2142,79.47,65.63,43.75,52.58,52.43,58.08,61.17,2019,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,11,783,81.01,66.34,50.72,64.55,62.13,61.18,65.06,2019,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,42,2812,68.62,48.78,33.4,39.71,43.19,47.28,49.02,2019,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,21,1103,71.81,50.97,36.33,43.78,46.55,50.55,52.02,2019,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,17,589,68.29,48.16,32.22,37.98,40.36,43.38,47.57,2019,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,18,1001,73.4,49.75,36.05,42.57,46.65,50.33,51.75,2019,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,9,625,77.67,53.47,38.16,46.65,44.51,54.3,55.11,2019,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,18,919,69.96,46.45,34.01,40.21,38.73,43.29,48.06,2019,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,4,123,59.41,54.67,41.02,46.79,61.97,46.64,51.04,2019,16,KALIMANTAN TIMUR
293.0, 1701,KOTA MANADO,34,2442,73.22,77.75,71.38,82.41,68.68,68.16,73.6,2015,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,14,528,65.6,69.97,56.19,71.43,55.39,59.38,62.99,2015,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,7,462,72.51,77.83,72.99,73.86,63.45,63.95,70.77,2015,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,9,518,70.74,79.28,65.75,77.47,66.64,71.6,71.91,2015,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,12,415,67.55,69.19,60.23,60.77,52.5,58.98,61.54,2015,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,13,340,73.74,69.22,69.44,65.63,65.47,66.52,68.34,2015,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,21,927,70.66,74.44,68.26,67.94,58.19,62.9,67.07,2015,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,17,468,72.87,74.29,61.37,71.88,64.14,59.82,67.4,2015,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,18,591,62.93,64.38,55.26,67.98,53.68,58.35,60.43,2015,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,15,556,73.11,75.1,64.62,70.91,63.42,67.84,69.17,2015,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,212,76.06,68.05,67.49,64.76,64.3,66.9,67.93,2015,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,10,338,66.39,63.9,48.04,59.22,33.69,53.29,54.09,2015,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,7,257,69.55,62.97,57.12,47.73,51.65,54.18,57.2,2015,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,4,100,63.96,60.73,50.73,46.69,57.75,66.28,57.69,2015,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,4,115,67.76,54.88,47.8,44.2,41.87,45.87,50.4,2015,17,SULAWESI UTARA
293.0, 1701,KOTA MANADO,37,2488,61.18,60.56,57.41,62.48,58.41,56.92,59.49,2016,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,14,580,58.7,56.03,56.68,54.87,54.36,53.82,55.74,2016,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,7,509,65.98,63.75,61.12,64.77,53.62,59.22,61.41,2016,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,9,558,61.51,54.09,62.5,62.87,59.85,59.41,60.04,2016,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,13,402,64.8,56.37,64.96,53.24,57.92,61.52,59.8,2016,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,13,287,70.85,61.81,67.6,59.1,75.92,71.24,67.75,2016,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,22,1069,63.34,59.78,56.33,60.12,53.86,51.78,57.54,2016,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,17,505,60.99,49.7,44.21,52.8,50.72,50.43,51.48,2016,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,18,600,57.84,60.39,51.77,58.86,61.68,57.25,57.97,2016,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,17,567,59.73,57.17,48.44,53.05,51.16,52.33,53.65,2016,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,230,63.98,45.71,56.78,49.96,56.2,53.98,54.44,2016,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,10,328,63.64,51.65,42.2,40.14,44.69,48.57,48.48,2016,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,7,261,51.3,38.51,27.43,31.36,27.52,34.05,35.03,2016,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,4,85,55.2,45.79,32.38,37.65,39.2,42.8,42.17,2016,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,4,115,52.71,47.2,39.22,36.39,43.37,43.7,43.77,2016,17,SULAWESI UTARA
293.0, 1701,KOTA MANADO,36,2392,65.8,60.03,35.28,45.51,51.99,39.24,50.73,2017,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,14,700,60.86,48.86,31.42,36.0,44.87,38.09,44.98,2017,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,8,578,71.58,68.22,38.24,49.91,44.19,45.37,56.09,2017,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,9,644,59.86,49.63,32.0,31.66,40.4,37.95,44.71,2017,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,15,466,63.49,58.39,49.09,44.62,45.6,43.45,53.8,2017,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,14,324,64.62,49.76,38.18,48.75,67.75,41.27,48.78,2017,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,23,1195,62.59,55.96,32.68,35.56,42.37,38.17,47.38,2017,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,17,565,58.16,51.34,36.2,31.19,51.46,38.27,46.51,2017,17,SULAWESI UTARA
