No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
244.0, 1303,KABUPATEN MEMPAWAH,24,729,52.84,37.35,30.43,48.03,46.42,42.31,41.52,2019,13,KALIMANTAN BARAT
245.0, 1304,KABUPATEN SAMBAS,12,368,63.89,45.22,34.96,59.69,56.19,49.34,49.7,2019,13,KALIMANTAN BARAT
246.0, 1305,KABUPATEN SANGGAU,13,484,58.43,38.72,30.5,46.36,53.04,46.59,44.6,2019,13,KALIMANTAN BARAT
247.0, 1306,KABUPATEN SINTANG,13,459,61.03,41.32,31.08,47.26,56.5,45.63,46.8,2019,13,KALIMANTAN BARAT
248.0, 1307,KABUPATEN KAPUAS HULU,8,237,53.26,37.39,29.14,43.66,47.39,44.16,41.56,2019,13,KALIMANTAN BARAT
249.0, 1308,KABUPATEN KETAPANG,17,626,60.59,42.07,32.57,50.84,53.26,49.06,46.91,2019,13,KALIMANTAN BARAT
250.0, 1309,KABUPATEN BENGKAYANG,8,294,50.81,37.79,30.78,48.9,47.0,41.97,41.4,2019,13,KALIMANTAN BARAT
251.0, 1310,KABUPATEN LANDAK,28,923,48.25,36.38,29.76,44.51,45.38,40.3,39.62,2019,13,KALIMANTAN BARAT
252.0, 1311,KABUPATEN SEKADAU,5,278,56.31,39.04,30.65,46.88,51.1,45.78,43.99,2019,13,KALIMANTAN BARAT
253.0, 1312,KABUPATEN MELAWI,12,632,55.95,40.38,32.13,46.84,51.48,44.99,44.3,2019,13,KALIMANTAN BARAT
254.0, 1313,KABUPATEN KAYONG UTARA,2,28,55.21,36.0,28.75,35.0,46.73,37.5,40.25,2019,13,KALIMANTAN BARAT
255.0, 1314,KABUPATEN KUBU RAYA,66,2205,50.8,37.96,31.17,39.6,47.35,46.66,41.33,2019,13,KALIMANTAN BARAT
256.0, 1401,KOTA PALANGKA RAYA,20,470,63.09,40.88,29.04,35.17,44.28,39.68,42.02,2015,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,7,126,63.45,41.19,39.1,37.04,49.77,40.76,45.22,2015,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,13,348,70.21,50.0,49.19,43.86,51.79,50.18,52.54,2015,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,20,624,70.58,53.28,48.1,43.91,50.08,47.24,52.2,2015,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,15,265,67.64,60.49,59.27,53.57,54.32,48.94,57.37,2015,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,5,114,60.49,42.6,47.68,36.64,54.59,46.11,48.02,2015,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,5,131,65.14,40.04,33.19,40.99,48.88,36.27,44.09,2015,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,9,126,67.26,51.3,38.78,44.6,49.72,51.03,50.45,2015,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,1,13,77.45,66.53,62.89,32.5,48.22,61.38,58.16,2015,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,2,55,69.08,39.25,38.24,40.36,51.42,48.91,47.88,2015,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,3,110,66.62,43.61,49.65,40.0,50.04,51.76,50.28,2015,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,14,KALIMANTAN TENGAH
256.0, 1401,KOTA PALANGKA RAYA,19,416,51.64,32.36,25.94,36.26,41.36,41.77,38.22,2016,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,7,108,53.41,39.81,38.52,41.09,47.33,49.37,44.92,2016,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,13,373,56.23,37.19,36.0,38.64,45.5,48.81,43.73,2016,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,18,622,59.44,50.4,47.36,57.85,45.7,55.58,52.72,2016,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,19,320,59.18,57.83,59.59,58.7,52.33,55.14,57.13,2016,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,3,37,43.46,26.75,18.99,32.3,38.76,34.65,32.49,2016,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,1,24,63.42,35.08,54.48,49.17,59.42,59.17,53.46,2016,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,5,81,53.21,31.98,23.08,37.75,43.21,43.06,38.72,2016,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,8,114,54.88,35.72,31.21,46.95,43.12,47.97,43.31,2016,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,1,9,55.78,58.0,54.17,34.17,35.33,39.56,46.17,2016,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,5,86,51.79,33.09,40.81,43.52,47.86,49.91,44.5,2016,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,2,108,55.1,44.54,44.31,48.36,48.63,56.07,49.5,2016,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,1,18,54.78,43.0,49.31,63.61,57.44,48.33,52.75,2016,14,KALIMANTAN TENGAH
256.0, 1401,KOTA PALANGKA RAYA,19,405,53.16,32.65,29.12,42.4,49.04,42.6,40.56,2017,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,7,106,57.19,40.88,44.36,40.18,54.25,60.89,49.16,2017,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,14,395,59.86,32.51,29.82,40.18,50.22,43.91,42.4,2017,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,20,685,60.98,47.04,39.15,53.64,51.08,46.2,49.62,2017,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,20,317,60.43,55.33,57.99,51.21,52.64,53.75,56.6,2017,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,3,43,41.91,26.37,26.57,0.0,40.88,0.0,33.93,2017,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,1,9,57.33,55.33,61.94,40.71,53.0,0.0,54.52,2017,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,5,68,51.82,27.47,23.13,30.0,50.61,36.93,36.78,2017,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,11,205,58.13,41.74,33.11,42.5,50.74,44.91,45.2,2017,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,1,15,48.0,25.07,21.33,0.0,42.86,60.0,34.6,2017,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,6,83,55.25,44.96,40.78,28.0,55.45,47.9,48.25,2017,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,2,113,55.29,36.81,39.89,37.65,54.63,38.48,44.53,2017,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,2,49,61.47,52.21,52.19,73.5,50.83,36.5,54.17,2017,14,KALIMANTAN TENGAH
256.0, 1401,KOTA PALANGKA RAYA,19,413,53.88,34.3,27.76,41.78,46.49,39.18,40.23,2018,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,8,135,55.96,35.1,26.98,41.52,52.63,40.07,41.13,2018,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,14,415,58.47,35.93,29.45,44.88,51.13,41.29,43.21,2018,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,22,728,56.4,39.51,33.86,53.11,48.57,40.35,43.91,2018,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,17,297,56.53,46.76,43.97,38.82,43.67,55.61,48.23,2018,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,2,31,48.84,32.19,25.97,0.0,39.18,39.86,36.63,2018,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,1,13,56.92,33.85,28.08,38.46,0.0,0.0,39.33,2018,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,5,84,57.62,35.02,27.38,47.81,48.64,35.81,41.33,2018,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,11,192,56.68,34.48,27.88,40.58,47.91,39.55,40.85,2018,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,1,13,56.92,31.85,26.35,0.0,0.0,42.0,39.28,2018,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,5,74,52.97,33.59,34.19,41.39,54.05,46.25,42.34,2018,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,2,117,57.08,43.45,39.34,39.64,52.92,41.91,47.09,2018,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,2,37,54.7,35.84,25.34,38.13,54.0,36.08,39.02,2018,14,KALIMANTAN TENGAH
256.0, 1401,KOTA PALANGKA RAYA,18,374,57.89,40.5,31.64,43.99,51.12,52.38,45.11,2019,14,KALIMANTAN TENGAH
257.0, 1402,KABUPATEN KOTAWARINGIN BARAT,8,117,57.42,40.41,31.0,45.0,50.23,0.0,44.23,2019,14,KALIMANTAN TENGAH
258.0, 1403,KABUPATEN KOTAWARINGIN TIMUR,14,481,59.68,40.22,31.76,49.89,51.97,46.43,45.69,2019,14,KALIMANTAN TENGAH
259.0, 1404,KABUPATEN KAPUAS,21,757,54.63,37.89,32.13,45.18,48.66,43.05,42.6,2019,14,KALIMANTAN TENGAH
260.0, 1405,KABUPATEN BARITO SELATAN,16,305,46.05,36.35,30.57,0.0,42.98,41.03,38.85,2019,14,KALIMANTAN TENGAH
261.0, 1406,KABUPATEN BARITO UTARA,2,29,46.14,36.56,30.34,0.0,36.62,43.0,38.29,2019,14,KALIMANTAN TENGAH
262.0, 1407,KABUPATEN SUKAMARA,1,13,57.69,35.69,29.23,41.15,0.0,0.0,40.94,2019,14,KALIMANTAN TENGAH
263.0, 1408,KABUPATEN LAMANDAU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,14,KALIMANTAN TENGAH
264.0, 1409,KABUPATEN SERUYAN,5,94,54.77,36.72,31.3,42.89,51.19,42.69,42.56,2019,14,KALIMANTAN TENGAH
265.0, 1410,KABUPATEN KATINGAN,11,177,53.31,36.76,30.47,46.25,48.78,43.57,42.06,2019,14,KALIMANTAN TENGAH
266.0, 1411,KABUPATEN GUNUNG MAS,2,23,62.08,39.74,32.39,47.5,56.5,46.0,45.71,2019,14,KALIMANTAN TENGAH
267.0, 1412,KABUPATEN PULANG PISAU,5,135,54.33,36.19,30.83,41.44,47.4,46.85,41.88,2019,14,KALIMANTAN TENGAH
268.0, 1413,KABUPATEN BARITO TIMUR,2,107,56.59,39.42,34.6,40.36,50.49,43.4,44.95,2019,14,KALIMANTAN TENGAH
269.0, 1414,KABUPATEN MURUNG RAYA,2,38,51.69,38.32,29.21,60.0,48.33,50.0,41.98,2019,14,KALIMANTAN TENGAH
270.0, 1501,KOTA BANJARMASIN,20,643,60.43,54.02,40.08,46.04,54.39,39.36,49.05,2015,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,10,461,64.47,48.9,38.77,44.02,57.29,40.85,49.05,2015,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,8,237,62.27,62.8,61.08,55.13,56.13,47.82,57.54,2015,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,23,610,63.25,46.13,38.41,40.6,51.43,37.09,46.15,2015,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,15,516,69.56,54.47,45.24,49.84,60.82,48.36,54.72,2015,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,3,49,56.62,52.06,31.82,41.15,48.87,32.74,43.88,2015,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,6,151,60.99,63.22,39.67,57.43,61.31,37.19,53.3,2015,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,6,140,64.42,59.79,51.23,49.12,53.66,43.37,53.6,2015,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,10,224,62.8,65.19,41.9,54.98,60.05,37.38,53.72,2015,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,5,48,64.03,58.87,53.95,46.17,51.69,39.13,52.31,2015,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,8,236,62.57,45.82,34.22,49.61,52.52,40.17,47.49,2015,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,3,65,62.92,33.43,29.81,34.47,51.26,39.23,41.85,2015,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,9,229,63.52,61.01,51.18,53.92,59.7,39.89,54.87,2015,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,21,690,55.0,41.33,36.67,41.64,46.86,42.57,44.01,2016,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,10,471,58.49,35.54,29.98,40.11,48.04,43.58,42.62,2016,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,8,229,54.46,39.58,47.68,44.54,49.56,49.06,47.48,2016,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,25,735,56.56,34.23,30.98,38.42,47.6,44.91,42.12,2016,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,14,458,61.84,45.21,49.14,53.65,58.36,54.06,53.71,2016,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,3,69,58.23,41.28,26.38,34.53,46.35,41.16,41.32,2016,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,5,139,51.25,49.76,48.76,42.35,53.51,47.9,48.92,2016,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,6,147,59.99,49.69,50.73,48.57,53.04,53.32,52.56,2016,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,10,213,60.08,46.17,50.97,53.02,51.66,57.85,53.29,2016,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,5,49,55.92,40.25,39.9,37.55,48.16,39.92,43.62,2016,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,9,251,57.77,37.16,32.92,40.42,50.1,49.81,44.7,2016,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,3,66,57.82,29.73,26.13,36.85,47.76,43.21,40.25,2016,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,8,186,60.11,46.26,44.84,48.99,54.9,53.88,51.5,2016,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,21,623,60.78,42.26,34.85,51.69,54.48,45.19,47.5,2017,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,10,533,65.86,40.1,33.73,54.6,56.42,50.85,48.71,2017,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,9,228,55.84,40.7,41.16,42.94,51.75,46.03,46.68,2017,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,25,858,60.12,38.64,27.41,41.37,50.56,47.31,43.47,2017,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,15,486,65.53,49.41,48.86,50.96,61.95,59.93,55.81,2017,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,2,26,54.62,41.39,26.64,40.0,54.0,39.88,41.72,2017,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,6,168,61.91,38.6,29.95,37.1,52.08,48.0,44.95,2017,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,7,170,61.72,43.66,44.21,32.03,52.62,50.29,49.95,2017,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,12,229,60.18,43.36,30.14,33.65,54.48,45.72,46.11,2017,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,5,53,58.98,48.49,43.02,65.0,51.08,44.0,50.4,2017,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,9,237,62.19,36.98,29.81,47.97,53.5,47.53,45.4,2017,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,3,87,59.36,31.56,25.38,40.42,47.23,40.88,40.18,2017,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,8,233,61.88,42.09,36.51,43.57,55.26,51.32,48.49,2017,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,21,865,60.9,42.95,30.93,49.49,52.44,44.1,46.39,2018,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,10,564,63.26,40.38,29.03,48.05,53.06,49.77,46.25,2018,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,9,224,55.5,38.29,33.64,37.79,48.23,41.67,43.0,2018,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,25,1039,61.55,40.89,30.19,44.06,52.57,45.88,45.44,2018,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,15,595,62.21,41.89,38.78,50.28,55.85,53.2,49.39,2018,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,3,76,59.24,42.82,36.15,47.5,51.83,50.82,47.3,2018,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,7,216,62.04,39.97,31.89,45.73,50.31,50.61,45.94,2018,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,7,212,60.29,39.39,33.17,42.76,48.6,49.69,45.2,2018,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,12,277,63.02,45.67,34.2,44.11,57.74,48.76,49.2,2018,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,5,52,59.19,34.42,27.35,55.0,49.59,43.0,42.61,2018,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,8,245,58.64,38.19,29.28,39.72,50.98,42.08,43.94,2018,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,4,90,59.47,35.76,28.61,25.0,51.96,41.09,42.88,2018,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,8,253,60.14,37.2,29.68,35.88,53.32,41.19,44.24,2018,15,KALIMANTAN SELATAN
270.0, 1501,KOTA BANJARMASIN,22,904,62.43,44.54,32.68,55.08,53.13,48.05,48.09,2019,15,KALIMANTAN SELATAN
271.0, 1502,KOTA BANJARBARU,11,486,67.13,41.53,31.84,55.37,57.91,53.26,49.47,2019,15,KALIMANTAN SELATAN
272.0, 1503,KABUPATEN KOTABARU,9,240,55.1,41.78,35.41,52.8,48.71,47.13,45.15,2019,15,KALIMANTAN SELATAN
273.0, 1504,KABUPATEN BANJAR,26,1141,63.99,42.6,33.21,52.98,55.33,51.11,48.41,2019,15,KALIMANTAN SELATAN
274.0, 1505,KABUPATEN BARITO KUALA,15,562,63.28,42.56,35.52,56.61,56.42,52.42,49.33,2019,15,KALIMANTAN SELATAN
275.0, 1506,KABUPATEN TAPIN,3,69,59.88,38.87,32.86,39.25,50.64,46.22,45.01,2019,15,KALIMANTAN SELATAN
276.0, 1507,KABUPATEN HULU SUNGAI SELATAN,7,208,65.21,41.23,32.8,58.75,55.45,54.17,48.69,2019,15,KALIMANTAN SELATAN
277.0, 1508,KABUPATEN HULU SUNGAI TENGAH,7,158,58.92,40.45,34.92,44.09,50.66,53.72,46.11,2019,15,KALIMANTAN SELATAN
278.0, 1509,KABUPATEN HULU SUNGAI UTARA,12,275,62.52,43.9,33.68,54.63,54.2,47.4,48.26,2019,15,KALIMANTAN SELATAN
279.0, 1510,KABUPATEN TABALONG,5,63,60.6,40.44,29.44,0.0,53.22,52.0,45.93,2019,15,KALIMANTAN SELATAN
280.0, 1511,KABUPATEN TANAH LAUT,10,282,61.56,38.72,30.51,49.9,52.73,53.12,45.82,2019,15,KALIMANTAN SELATAN
281.0, 1512,KABUPATEN BALANGAN,4,106,61.11,39.09,30.07,41.67,50.62,43.1,44.42,2019,15,KALIMANTAN SELATAN
282.0, 1513,KABUPATEN TANAH BUMBU,8,213,57.0,37.78,31.56,50.0,51.81,42.83,43.78,2019,15,KALIMANTAN SELATAN
283.0, 1601,KOTA SAMARINDA,21,488,60.66,49.66,37.92,40.76,53.84,37.01,46.64,2015,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,14,385,64.81,50.04,33.92,37.53,52.42,40.92,46.61,2015,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,7,266,73.19,64.01,53.62,51.52,63.47,57.26,60.51,2015,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,28,617,67.75,59.16,67.0,62.83,65.71,51.65,62.35,2015,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,5,157,67.78,44.18,57.84,60.92,50.72,51.35,55.47,2015,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,4,93,70.38,63.81,78.83,59.08,68.16,50.65,65.15,2015,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,14,269,59.27,37.55,25.81,33.23,49.21,39.87,40.82,2015,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,4,133,61.75,41.79,30.46,33.99,49.69,38.45,42.69,2015,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,5,158,59.72,46.24,52.68,38.63,55.09,44.37,49.46,2015,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,2,39,55.54,66.04,54.78,31.81,54.4,38.98,50.26,2015,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,21,507,56.24,43.1,33.9,41.31,50.09,44.39,44.84,2016,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,14,440,58.47,40.85,31.71,38.2,48.14,47.74,44.19,2016,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,9,307,66.95,51.89,47.79,53.13,57.13,62.98,56.65,2016,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,29,608,54.95,48.45,53.18,55.4,55.45,50.73,53.03,2016,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,5,128,60.09,34.42,49.3,53.98,50.19,49.31,49.55,2016,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,4,93,44.92,39.29,29.06,31.53,42.2,36.13,37.19,2016,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,11,197,57.58,33.81,24.61,37.75,48.39,45.13,41.21,2016,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,4,111,56.72,30.18,27.82,37.48,48.97,44.72,40.98,2016,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,5,126,54.3,28.79,25.68,34.07,46.59,41.14,38.43,2016,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,2,26,54.54,54.08,39.91,41.15,42.62,43.0,45.88,2016,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,20,486,61.04,50.06,38.51,59.4,56.9,54.75,51.65,2017,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,15,389,64.72,51.59,35.89,50.4,57.85,56.7,52.08,2017,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,8,305,70.64,58.87,49.97,61.62,63.15,66.13,60.92,2017,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,30,602,59.58,52.05,47.87,53.87,60.75,61.19,54.88,2017,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,6,126,57.54,49.48,40.08,40.39,57.73,53.19,49.33,2017,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,5,99,54.39,45.96,57.09,35.62,61.79,43.8,54.09,2017,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,13,192,58.19,38.2,24.56,40.42,47.73,47.27,41.91,2017,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,4,97,64.33,37.59,31.44,48.64,55.27,56.0,47.02,2017,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,5,141,56.21,43.79,34.37,35.58,50.39,44.47,45.36,2017,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,2,26,53.69,57.92,65.96,0.0,0.0,52.0,57.4,2017,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,22,577,61.88,49.49,35.31,50.48,54.12,44.07,49.55,2018,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,15,509,61.51,47.23,30.84,45.33,50.92,49.79,47.34,2018,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,9,379,68.54,55.76,41.82,57.12,57.74,60.0,56.08,2018,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,30,798,59.36,48.86,45.6,50.82,54.0,51.99,51.67,2018,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,5,102,52.55,35.43,31.08,34.83,48.73,43.25,40.2,2018,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,5,79,52.48,49.54,53.45,0.0,58.02,50.0,53.3,2018,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,14,292,58.51,38.02,31.58,43.57,49.17,42.58,43.62,2018,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,4,97,60.02,39.05,28.56,45.92,50.87,44.95,43.92,2018,16,KALIMANTAN TIMUR
